"StateCode","Name","ParentName","TableName","Type","AttachmentType","Comment","HidePremium","Condition","Number","MinOccurs","MaxOccurs","Variable","Scheduled","Sequence","Status"
"CW","Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Percentage Deductible)","Business Income Detail","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormBusnIncome","Coverage","Conditional","Business Income Level","False","","CP 10 45 02 19",0,0,"False","False",42550,"A"
"CW","Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible)","Business Income Detail","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleBusnIncome","Coverage","Conditional","Business Income Level","False","","CP 10 29 02 19",0,0,"False","False",42551,"A"
"CW","Expanded Limits On Loss Payment","Business Income Detail","CommercialPropertyExpandedLimitsOnLossPayment","Form","Conditional","Business Income Level","True","","CP 15 07 11 85",0,0,"True","True",42850,"A"
"CW","Extra Expense Coverage Form","Business Income Detail","CommercialPropertyExtraExpenseCoverageForm","Form","Conditional","Business Income Level.  If CommercialPropertyBusinessIncome.CovType = Extra Expense Only then attach this form.","True","","CP 00 50 10 12",0,0,"False","False",43000,"A"
"CW","Increased Cost Of Loss And Related Expenses For Green Upgrades","Business Income Detail","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBusInc","Coverage","Optional","Business Income Level","False","../ValuationType[.= 'Replacement Cost'] and (../../../../../../PolicyType[.= 'Commercial Property Policy'] and ../../CovType[.= 'Building' or .= 'Improvements and Betterments' or .= 'Condominium Association'])","CP 04 02 10 12",0,1,"True","True",43015,"A"
"CW","Extra Expense From Dependent Properties","Business Income Detail","CommercialPropertyExtraExpenseFromDependentProperties","Coverage","Optional","Business Income Level","False","","CP 15 34 10 12",0,1,"True","True",43150,"A"
"CW","Extra Expense From Dependent Properties Summary","Extra Expense From Dependent Properties","CommercialPropertyExtraExpenseFromDependentPropertiesDetail","Summary","","","False","","",1,99,"False","False",43151,"A"
"CW","Extra Expense From Dependent Properties Detail","Extra Expense From Dependent Properties Summary","CommercialPropertyExtraExpenseFromDependentPropertiesDetail","Detail","","","False","","",0,1,"False","False",43152,"A"
"CW","Extra Expense From Dependent Properties Limited International Coverage","Business Income Detail","CommercialPropertyExtraExpenseFromDependentPropertiesLimitedInternationalCov","Coverage","Optional","Business Income Level","False","","CP 15 02 10 12",0,1,"True","True",43175,"A"
"CW","Extra Expense From Dependent Properties Limited International Coverage Summary","Extra Expense From Dependent Properties Limited International Coverage","CommercialPropertyExtraExpenseFromDependentPropertiesLimitedInternationalCovDetail","Summary","","","False","","",1,99,"False","False",43176,"A"
"CW","Extra Expense From Dependent Properties Limited International Coverage Detail","Extra Expense From Dependent Properties Limited International Coverage Summary","CommercialPropertyExtraExpenseFromDependentPropertiesLimitedInternationalCovDetail","Detail","","","False","","",0,1,"False","False",43177,"A"
"CW","Food Contamination (Business Interruption And Extra Expense)","Business Income Detail","CommercialPropertyFoodContaminationBusinessInterruptionAndExtraExpense","Coverage","Optional","Business Income Level","False","CovType[.= 'Business Income With Extra Expense']","CP 15 05 10 12",0,1,"True","True",43200,"A"
"CW","Flood Coverage Endorsement","Business Income Detail","CommercialPropertyFloodCoverageEndorsementBusnIncome","Coverage","Optional","Business Income Level","False","","CP 10 65 10 12",0,1,"False","False",43300,"A"
"CW","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage)","Business Income Detail","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncome","Coverage","Optional","Business Income Level","False","CauseOfLossToUse = ""Special""","CP 04 14 12 16",0,1,"True","True",43600,"A"
"CW","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Summary","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage)","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","Summary","","Business Income Level","False","","",1,99,"False","False",43601,"A"
"CW","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Detail","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Summary","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","Detail","","Business Income Level","False","","",0,1,"False","False",43602,"A"
"CW","Mining Properties - Business Income","Business Income Detail","CommercialPropertyMiningPropertiesBusinessIncome","Coverage","Conditional","Business Income Level Only","False","","CP 15 24 10 00",0,0,"True","True",43750,"A"
"CW","Molten Material","Business Income Detail","CommercialPropertyMoltenMaterialBusnIncome","Coverage","Optional","Business Income Level Rule 74.B.","False","","CP 10 60 07 88",0,1,"False","False",43900,"A"
"CW","Off-Premises Interruption Of Business - Vehicles And Mobile Equipment","Business Income Detail","CommercialPropertyOffPremInterruptionOfBusnVehsMobileEquipmtBusnInc","Coverage","Optional","","False","","CP 15 06 02 14",0,1,"True","True",44000,"A"
"CW","Off-Premises Interruption Of Business - Vehicles And Mobile Equipment Summary","Off-Premises Interruption Of Business - Vehicles And Mobile Equipment","CommercialPropertyOffPremInterruptionOfBusnVehsMobileEquipmtBusnIncDetail","Summary","","","False","","",1,99,"False","False",44001,"A"
"CW","Off-Premises Interruption Of Business - Vehicles And Mobile Equipment Detail","Off-Premises Interruption Of Business - Vehicles And Mobile Equipment Summary","CommercialPropertyOffPremInterruptionOfBusnVehsMobileEquipmtBusnIncDetail","Detail","","","False","","",0,1,"False","False",44002,"A"
"CW","Ordinance Or Law - Increased Period Of Restoration","Business Income Detail","CommercialPropertyOrdinanceOrLawIncreasedPeriodOfRestoration","Coverage","Optional","Business Income Level Only Rule 54.A.","False","","CP 15 31 09 17",0,1,"True","True",44050,"A"
"CW","Payroll Limitation Or Exclusion","Business Income Detail","CommercialPropertyOrdinaryPayrollLimitationOrExclusion","Coverage","Optional","Business Income Level Only Rule 51.I.","False","","CP 15 10 10 12",0,1,"True","True",44200,"A"
"CW","Payroll Limitation Or Exclusion Summary","Payroll Limitation Or Exclusion","CommercialPropertyOrdinaryPayrollLimitationOrExclusionDetail","Summary","","","False","","",0,99,"False","False",44201,"A"
"CW","Payroll Limitation Or Exclusion Detail","Payroll Limitation Or Exclusion Summary","CommercialPropertyOrdinaryPayrollLimitationOrExclusionDetail","Detail","","","False","","",0,1,"False","False",44202,"A"
"CW","Pier And Wharf Additional Covered Causes Of Loss","Business Income Detail","CommercialPropertyPierAndWharfAdditionalCoveredCausesOfLoss","Coverage","Optional","Business Income Level","False","","CP 10 70 07 88",0,1,"False","False",44250,"A"
"CW","Equipment Breakdown Cause Of Loss","Business Income Detail","CommercialPropertyEquipmentBreakdownCauseOfLossBusnInc","Coverage","Conditional","","False","","CP 10 46 10 12",0,0,"True","True",44321,"A"
"CW","Power, Heat And Refrigeration Deduction","Business Income Detail","CommercialPropertyPowerHeatAndRefrigerationDeduction","Coverage","Optional","Business Income Level Only Rule 51.J.","False","","CP 15 11 07 88",0,1,"False","False",44350,"A"
"CW","Radio Or Television Antennas - Business Income Or Extra Expense","Business Income Detail","CommercialPropertyRadioOrTelevisionAntennasBusinessIncomeOrExtraExpense","Coverage","Optional","Business Income Level Only Rule 74.D.","False","","CP 15 50 10 12",0,1,"False","False",44500,"A"
"CW","Radioactive Contamination","Business Income Detail","CommercialPropertyRadioactiveContaminationBusnIncome","Coverage","Optional","Business Income Level","False","","CP 10 37 10 00",0,1,"True","True",44650,"A"
"CW","Seasonal Leases - Monthly Limits On Loss Payment","Business Income Detail","CommercialPropertySeasonalLeasesMonthlyLimitsOnLossPayment","Form","Conditional","Business Income Level Only Rule 51.K.","True","","CP 15 13 07 88",0,0,"True","True",44800,"A"
"CW","Sprinkler Leakage Exclusion","Business Income Detail","CommercialPropertySprinklerLeakageExclusionBusnIncome","Form","Optional","Business Income Level","True","","CP 10 56 06 07",0,1,"True","True",44950,"A"
"CW","Theft Exclusion","Business Income Detail","CommercialPropertyTheftExclusionBusnIncome","Form","Optional","Business Income Level","True","CauseOfLossToUse[.='Special']","CP 10 33 10 12",0,1,"True","True",45100,"A"
"CW","Utility Services - Time Element","Business Income Detail","CommercialPropertyUtilityServicesTimeElement","Coverage","Optional","Busines Income Level Only Rule 54.B.","False","","CP 15 45 09 17",0,1,"True","True",45250,"A"
"CW","Utility Services - Time Element Summary","Utility Services - Time Element","CommercialPropertyUtilityServicesTimeElementDetail","Summary","","Busines Income Level","False","","",1,99,"False","False",45251,"A"
"CW","Utility Services - Time Element Detail","Utility Services - Time Element Summary","CommercialPropertyUtilityServicesTimeElementDetail","Detail","","Busines Income Level","False","","",0,1,"False","False",45252,"A"
"CW","Vandalism Exclusion","Business Income Detail","CommercialPropertyVandalismExclusionBusnIncome","Form","Optional","Business Income Level","True","","CP 10 55 06 07",0,1,"True","True",45400,"A"
"CW","Windstorm Or Hail Exclusion","Business Income Detail","CommercialPropertyWindstormOrHailExclusionBusnIncome","Form","Optional","Business Income Level Rule 74.A.1.","True","","CP 10 54 06 07",0,1,"True","True",45550,"A"
"CW","Watercraft Exclusion","Business Income Detail","CommercialPropertyWatercraftExclusionBusnIncome","Form","Optional","Business Income Level","True","","CP 10 35 06 95",0,1,"False","False",45700,"A"
"CW","Joint Or Disputed Loss Agreement","Business Income Detail","CommercialPropertyJointOrDisputedLossAgreementBusinessIncome","Form","Optional","Business Income - Joint Or Disputed Loss Agreement Business Income","True","","CP 12 70 09 96",0,1,"False","False",46000,"A"
"CW","Special Class","Location Detail","CommercialPropertySpecialClass","Summary","","","False","","",0,99,"False","False",50000,"A"
"CW","Special Class Detail","Special Class","CommercialPropertySpecialClass","Detail","","","False","","",0,1,"False","False",50010,"A"
"CW","Condominium Association Changes - Standard Property Policy","Special Class Detail","CommercialPropertyCondominiumAssociationChangesStandardPropertyPolicyEndtSpecialClass","Form","Conditional","Special Class Level","True","","CP 17 99 10 12",0,0,"False","False",50070,"A"
"CW","Additional Covered Property","Special Class Detail","CommercialPropertyAdditionalCoveredPropertySpecialClass","Coverage","Optional","Special Class Level","False","","CP 14 10 06 95",0,1,"True","True",50300,"A"
"CW","Additional Covered Property Summary","Additional Covered Property","CommercialPropertyAdditionalCoveredPropertySpecialClassDetail","Summary","","Special Class Level","False","","",1,99,"False","False",50301,"A"
"CW","Additional Covered Property Detail","Additional Covered Property Summary","CommercialPropertyAdditionalCoveredPropertySpecialClassDetail","Detail","","Special Class Level","False","","",0,1,"False","False",50302,"A"
"CW","Condominium Commercial Unit-Owners Coverage Form","Special Class Detail","CommercialPropertyCondominiumCommercialUnitOwnersCoverageFormSpecialClass","Form","Conditional","Special Class Level","True","","CP 00 18 10 12",0,0,"False","False",50305,"A"
"CW","Condominium Commercial Unit-Owners Changes - Standard Property Policy","Special Class Detail","CommercialPropertyCondominiumCommercialUnitOwnersChangesStandardPropertyPolicySpecialClass","Form","Conditional","Special Class Level","True","","CP 17 98 10 12",0,0,"False","False",50308,"A"
"CW","Building And Personal Property Coverage Form","Special Class Detail","CommercialPropertyBuildingAndPersonalPropertyCoverageFormSpecialClass","Form","Conditional","Special Class Level","True","","CP 00 10 10 12",0,0,"False","False",50310,"A"
"CW","Debris Removal Additional Insurance","Special Class Detail","CommercialPropertyDebrisRemovalAdditionalInsuranceSpecialClass","Coverage","Optional","Special Class level","False","","CP 04 15 10 12",0,1,"True","True",50350,"A"
"CW","Additional Property Not Covered","Special Class Detail","CommercialPropertyAdditionalPropertyNotCoveredSpecialClass","Form","Optional","Special Class Level","True","","CP 14 20 07 88",0,1,"True","True",50450,"A"
"CW","Cannabis Exclusion","Special Class Detail","CommercialPropertyCannabisExclusionSpecialClass","Coverage","Optional","Special Class","False","","CP 99 03 12 19",0,1,"False","False",50500,"A"
"CW","Cannabis Exclusion With Hemp Exception","Special Class Detail","CommercialPropertyCannabisExclusionWithHempExceptionSpecialClass","Coverage","Optional","Special Class","False","","CP 99 04 12 19",0,1,"False","False",50510,"A"
"CW","Causes Of Loss - Basic Form","Special Class Detail","CommercialPropertyCauseOfLossBasicFormSpecialClass","Form","Conditional","Special Class Level","True","","CP 10 10 10 12",0,0,"False","False",50600,"A"
"CW","Causes Of Loss - Broad Form","Special Class Detail","CommercialPropertyCauseOfLossBroadFormSpecialClass","Form","Conditional","Special Class Level","True","","CP 10 20 10 12",0,0,"False","False",50750,"A"
"CW","Causes Of Loss - Special Form","Special Class Detail","CommercialPropertyCauseOfLossSpecialFormSpecialClass","Form","Conditional","Special Class Level","True","","CP 10 30 09 17",0,0,"False","False",51050,"A"
"CW","Condominium Association Coverage Form","Special Class Detail","CommercialPropertyCondominiumAssociationCoverageFormSpecialClass","Form","Conditional","Special Class Level","True","","CP 00 17 10 12",0,0,"False","False",51060,"A"
"CW","Deductibles By Location","Special Class Detail","CommercialPropertyDeductiblesByLocationSpecialClass","Form","Optional","Special Class Level","True","","CP 03 29 04 18",0,1,"True","True",51080,"A"
"CW","Discharge From Sewer, Drain Or Sump (Not Flood-Related)","Special Class Detail","CommercialPropertyDischargeFromSewerDrainOrSumpNotFloodReltdSpclClass","Coverage","Optional","Special Class level","False","","CP 10 38 10 12",0,1,"True","True",51100,"A"
"CW","Earthquake And Volcanic Eruption Coverage With Percentage Deductible","Special Class Detail","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSpecialClass","Coverage","Conditional","Special Class Level","False","","CP 10 40 02 19",0,0,"True","True",51175,"A"
"CW","Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible","Special Class Detail","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageWithFlatDollarDeductibleSpecialClass","Coverage","Conditional","Special Class Level","False","","CP 10 28 02 19",0,0,"True","True",51176,"A"
"CW","Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Percentage Deductible)","Special Class Detail","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormSpecialClass","Coverage","Conditional","Special Class Level","False","","CP 10 45 02 19",0,0,"False","False",51200,"A"
"CW","Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible)","Special Class Detail","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleSpecialClass","Coverage","Conditional","Special Class Level","False","","CP 10 29 02 19",0,0,"False","False",51201,"A"
"CW","Exclusion Of Loss Due To By-Products Of Production Or Processing Operations (Rental Properties)","Special Class Detail","CommercialPropertyExclusionOfLossDueToByProductsOfProductionORProcessingOperationsFormSpecialClass","Form","Conditional","Special Class Level","True","","CP 10 34 10 12",0,0,"True","True",51300,"A"
"CW","Flood Coverage Endorsement","Special Class Detail","CommercialPropertyFloodCoverageEndorsementSpecialClass","Coverage","Optional","Special Class Level","False","","CP 10 65 10 12",0,1,"False","False",51400,"A"
"CW","Contributing Insurance","Special Class Detail","CommercialPropertyContributingInsuranceSpecialClass","Form","Optional","Special Class Level","True","","CP 99 20 06 07",0,1,"True","True",51800,"A"
"CW","Contributing Insurance Summary","Contributing Insurance","CommercialPropertyContributingInsuranceSpecialClassDetail","Summary","","Special Class Level","False","","",1,99,"False","False",51801,"A"
"CW","Contributing Insurance Detail","Contributing Insurance Summary","CommercialPropertyContributingInsuranceSpecialClassDetail","Detail","","Special Class Level","False","","",0,1,"False","False",51802,"A"
"CW","Multiple Deductible Form (Fixed Dollar Deductibles)","Special Class Detail","CommercialPropertyMultipleDeductibleFormFixedDollarDeductiblesSpecialClass","Form","Conditional","Special Class Level","True","","CP 03 20 04 18",0,0,"True","True",51900,"A"
"CW","Outdoor Signs","Special Class Detail","CommercialPropertyOutsideSignsSpecialClass","Form","Conditional","Special Class Level","True","","CP 14 40 06 07",0,0,"True","True",61350,"A"
"CW","Pier And Wharf Additional Covered Causes Of Loss","Special Class Detail","CommercialPropertyPierAndWharfAdditionalCoveredCausesOfLossSpecialClass","Coverage","Optional","Special Class Level","False","","CP 10 70 07 88",0,1,"False","False",61650,"A"
"CW","Radioactive Contamination","Special Class Detail","CommercialPropertyRadioactiveContaminationSpecialClass","Coverage","Optional","Special Class level","False","","CP 10 37 10 00",0,1,"True","True",61800,"A"
"CW","Radio Or Television Antennas","Special Class Detail","CommercialPropertyRadioOrTelevisionAntennasSpecialClass","Coverage","Conditional","Special Class Level","False","","CP 14 50 10 00",0,0,"True","True",62000,"A"
"CW","Statement Of Values","Special Class Detail","CommercialPropertyStatementOfValuesSpecialClass","Form","Conditional","Special Class Level","True","","CP 16 15 07 88",0,0,"True","False",62300,"A"
"CW","Theft Exclusion","Special Class Detail","CommercialPropertyTheftExclusionSpecialClass","Form","Optional","Special Class Level","True","CauseOfLossToUse[.='Special']","CP 10 33 10 12",0,1,"True","True",62600,"A"
"CW","Utility Services - Direct Damage","Special Class Detail","CommercialPropertyUtilityServicesDirectDamageSpecialClass","Coverage","Optional","Special Class level","False","","CP 04 17 10 12",0,1,"True","True",62700,"A"
"CW","Vandalism Exclusion","Special Class Detail","CommercialPropertyVandalismExclusionSpecialClass","Form","Optional","Special Class Level","True","","CP 10 55 06 07",0,1,"True","True",62750,"A"
"CW","Watercraft Exclusion","Special Class Detail","CommercialPropertyWatercraftExclusionSpecialClass","Form","Optional","Special Class Level","True","","CP 10 35 06 95",0,1,"False","False",62900,"A"
"CW","Windstorm Or Hail Exclusion","Special Class Detail","CommercialPropertyWindstormOrHailExclusionSpecialClass","Form","Optional","Special Class Level","True","","CP 10 54 06 07",0,1,"True","True",63000,"A"
"CW","Windstorm Or Hail Percentage Deductible","Special Class Detail","CommercialPropertyWindstormOrHailPercentageDeductibleSpecialClass","Form","Conditional","Special Class Level","True","","CP 03 21 10 12",0,0,"True","True",63400,"A"
"CW","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage)","Special Class Detail","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageSpecialClass","Coverage","Optional","Special Class Level","False","CauseOfLossToUse = ""Special""","CP 04 14 12 16",0,1,"True","True",63600,"A"
"CW","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Summary","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage)","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageSpecialClassDetail","Summary","","Special Class Level","False","","",1,99,"False","False",63601,"A"
"CW","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Detail","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Summary","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageSpecialClassDetail","Detail","","Special Class Level","False","","",0,1,"False","False",63602,"A"
"CW","Utility Services - Direct Damage Summary","Utility Services - Direct Damage","CommercialPropertyUtilityServicesDirectDamageSpecialClassDetail","Summary","","Special Class level","False","","",1,99,"False","False",64701,"A"
"CW","Utility Services - Direct Damage Detail","Utility Services - Direct Damage Summary","CommercialPropertyUtilityServicesDirectDamageSpecialClassDetail","Detail","","Special Class level","False","","",0,1,"False","False",64702,"A"
"CW","Increased Cost Of Loss And Related Expenses For Green Upgrades","Special Class Detail","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpecialClass","Coverage","Optional","Special Class Level","False","ValuationType[.= 'Replacement Cost'] and ../../../../PolicyType[.= 'Commercial Property Policy']","CP 04 02 10 12",0,1,"True","True",64800,"A"
"CW","Joint Or Disputed Loss Agreement","Special Class Detail","CommercialPropertyJointOrDisputedLossAgreementSpecialClass","Form","Optional","Special Class - Joint Or Disputed Loss Agreement","True","","CP 12 70 09 96",0,1,"False","False",64800,"A"
"CW","Increase In Rebuilding Expenses Following Disaster (Additional Expense Coverage On Annual Aggregate Basis)","Special Class Detail","CommercialPropertyIncreaseInRebuildingExpensesFollowingDisasterSpecialClass","Coverage","Optional","","False","(../../../../PolicyType = 'Commercial Property Policy' and CovForm[.= 'Building and Personal Property Coverage Form' or .= 'Condominium Association Coverage Form'] ) and ( (ValuationType = 'Replacement Cost' and (Coinsurance[.= '90%' or .='100%'] or BlktCoinsuranceValue [.= '90%' or .='100%'] )) or (AgreedValueOption = 'Yes' or BlktAgreedVal ='Yes'))","CP 04 09 10 12",0,1,"True","True",64900,"A"
"CW","Limitation On Loss Settlement - Blanket Insurance (Margin Clause)","Special Class Detail","CommercialPropertySpecialClassLimitationOnLossSettlementBlanketInsuranceMarginClause","Form","Conditional","","True","","CP 12 32 06 07",0,0,"True","True",67777,"A"
"CW","Special Class Business Income","Special Class Detail","CommercialPropertySpecialClassBusnIncome","Summary","","","False","","",0,99,"False","False",70000,"A"
"CW","Special Class Business Income Detail","Special Class Business Income","CommercialPropertySpecialClassBusnIncome","Detail","","","False","","",0,1,"False","False",70010,"A"
"CW","Business Income (And Extra Expense) Coverage Form","Special Class Business Income Detail","CommercialPropertyBusinessIncomeAndExtraExpenseCoverageFormSpclClassBusnIncome","Form","Conditional","If CommercialPropertySpecialClassBusnIncome.CovType = Business Income and Extra Expense Combined then attach this form.","True","","CP 00 30 10 12",0,0,"False","False",70100,"A"
"CW","Business Income Changes - Beginning Of The Period Of Restoration","Special Class Business Income Detail","CommercialPropertyBusinessIncomeChangesBeginningOfThePeriodOfRestorationNoWaitingPeriodSpclClassBusnIncome","Coverage","Optional","Special Class Business Income","False","","CP 15 56 06 07",0,1,"True","True",70101,"A"
"CW","Business Income (Without Extra Expense) Coverage Form","Special Class Business Income Detail","CommercialPropertyBusinessIncomeWithoutExtraExpenseCoverageFormSpclClassBusnIncome","Form","Conditional","If CommercialPropertySpecialClassBusnIncome.CovType = Business Income Only or Business Income and Extra Expense Separate then attach this form.","True","","CP 00 32 10 12",0,0,"False","False",70103,"A"
"CW","Causes Of Loss - Basic Form","Special Class Business Income Detail","CommercialPropertyCauseOfLossBasicFormSpclClassBusnIncome","Form","Conditional","Special Class Business Income","True","","CP 10 10 10 12",0,0,"False","False",70104,"A"
"CW","Causes Of Loss - Broad Form","Special Class Business Income Detail","CommercialPropertyCauseOfLossBroadFormSpclClassBusnIncome","Form","Conditional","Special Class Business Income","True","","CP 10 20 10 12",0,0,"False","False",70105,"A"
"CW","Causes Of Loss - Special Form","Special Class Business Income Detail","CommercialPropertyCauseOfLossSpecialFormSpclClassBusnIncome","Form","Conditional","Special Class Business Income","True","","CP 10 30 09 17",0,0,"False","False",70106,"A"
"CW","Civil Authority Change","Special Class Business Income Detail","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodSpclClassBusnIncome","Coverage","Optional","Special Class Business Income","False","","CP 15 32 06 07",0,1,"True","True",70107,"A"
"CW","Civil Authority Change Summary","Civil Authority Change","CommercialPropertyCivilAuthorityChangesSpclClassBusnIncomeDetail","Summary","","","False","","",1,1,"False","False",70108,"A"
"CW","Civil Authority Change Detail","Civil Authority Change Summary","CommercialPropertyCivilAuthorityChangesSpclClassBusnIncomeDetail","Detail","","Special Class Business Income Level","False","","",0,1,"False","False",70109,"A"
"CW","Discharge From Sewer, Drain Or Sump (Not Flood-Related)","Special Class Business Income Detail","CommercialPropertyDischargeFromSewerDrainOrSumpNotFloodReltdSpclClassBusnIncome","Coverage","Optional","Sp Cl Busn Income level","False","","CP 10 38 10 12",0,1,"True","True",70150,"A"
"CW","Earthquake And Volcanic Eruption Coverage With Percentage Deductible","Special Class Business Income Detail","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSpclClassBusnIncome","Coverage","Conditional","Special Class Business Income","False","","CP 10 40 02 19",0,0,"True","True",70209,"A"
"CW","Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Percentage Deductible)","Special Class Business Income Detail","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormSpclClassBusnIncome","Coverage","Conditional","Special Class Business Income","False","","CP 10 45 02 19",0,0,"False","False",70210,"A"
"CW","Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible","Special Class Business Income Detail","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageWithFlatDollarDeductibleSpclClassBusnIncome","Coverage","Conditional","Special Class Business Income","False","","CP 10 28 02 19",0,0,"True","True",70211,"A"
"CW","Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible)","Special Class Business Income Detail","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleSpclClassBusnIncome","Coverage","Conditional","Special Class Business Income","False","","CP 10 29 02 19",0,0,"False","False",70212,"A"
"CW","Expanded Limits On Loss Payment","Special Class Business Income Detail","CommercialPropertyExpandedLimitsOnLossPaymentSpclClassBusnIncome","Form","Conditional","Special Class Business Income","True","","CP 15 07 11 85",0,0,"True","True",70220,"A"
"CW","Extra Expense Coverage Form","Special Class Business Income Detail","CommercialPropertyExtraExpenseCoverageFormSpclClassBusnIncome","Form","Conditional","Special Class Business Income Level.  If CommercialPropertySpecialClassBusnIncome.CovType = Extra Expense Only then attach this form.","True","","CP 00 50 10 12",0,0,"False","False",70230,"A"
"CW","Food Contamination (Business Interruption And Extra Expense)","Special Class Business Income Detail","CommercialPropertyFoodContaminationBusinessInterruptionAndExtraExpenseSpclClassBusnIncome","Coverage","Optional","Spcl Class Busn Income level","False","CovType[.= 'Business Income With Extra Expense']","CP 15 05 10 12",0,1,"True","True",70235,"A"
"CW","Flood Coverage Endorsement","Special Class Business Income Detail","CommercialPropertyFloodCoverageEndorsementSpclClassBusnIncome","Coverage","Optional","Special Class Business Income","False","","CP 10 65 10 12",0,1,"False","False",70240,"A"
"CW","Ordinance Or Law - Increased Period Of Restoration","Special Class Business Income Detail","CommercialPropertyOrdinanceOrLawIncreasedPeriodOfRestorationSpclClassBusnIncome","Coverage","Optional","Special Class Business Income","False","","CP 15 31 09 17",0,1,"True","True",70250,"A"
"CW","Off-Premises Interruption Of Business - Vehicles And Mobile Equipment","Special Class Business Income Detail","CommercialPropertyOffPremInterruptionOfBusnVehsMobileEquipmtSpclClassBusnIncome","Coverage","Optional","Spcl Cl Busn Income level","False","","CP 15 06 02 14",0,1,"True","True",70255,"A"
"CW","Off-Premises Interruption Of Business - Vehicles And Mobile Equipment Summary","Off-Premises Interruption Of Business - Vehicles And Mobile Equipment","CommercialPropertyOffPremInterruptionOfBusnVehsMobileEquipmtSpclClassBusnIncomeDetail","Summary","","Spcl Cl Busn Income level","False","","",1,99,"False","False",70256,"A"
"CW","Off-Premises Interruption Of Business - Vehicles And Mobile Equipment Detail","Off-Premises Interruption Of Business - Vehicles And Mobile Equipment Summary","CommercialPropertyOffPremInterruptionOfBusnVehsMobileEquipmtSpclClassBusnIncomeDetail","Detail","","Spcl Cl Busn Income level","False","","",0,1,"False","False",70257,"A"
"CW","Pier And Wharf Additional Covered Causes Of Loss","Special Class Business Income Detail","CommercialPropertyPierAndWharfAdditionalCoveredCausesOfLossSpclClassBusnIncome","Coverage","Optional","Special Class Business Income","False","","CP 10 70 07 88",0,1,"False","False",70260,"A"
"CW","Power, Heat And Refrigeration Deduction","Special Class Business Income Detail","CommercialPropertyPowerHeatAndRefrigerationDeductionSpclClassBusnIncome","Coverage","Optional","Special Class Business Income","False","","CP 15 11 07 88",0,1,"False","False",70270,"A"
"CW","Radio Or Television Antennas - Business Income Or Extra Expense","Special Class Business Income Detail","CommercialPropertyRadioOrTelevisionAntennasBusinessIncomeOrExtraExpenseSpclClassBusnIncome","Form","Conditional","Special Class Business Income","True","","CP 15 50 10 12",0,0,"False","False",70280,"A"
"CW","Radioactive Contamination","Special Class Business Income Detail","CommercialPropertyRadioactiveContaminationSpclClassBusnIncome","Coverage","Optional","Special Class Business Income","False","","CP 10 37 10 00",0,1,"True","True",70290,"A"
