"StateCode","TableName","Comment","BureauRuleNumber","Status"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBldgBasicGroupICov","Building - Incrd Cost Of Loss And Reltd Expns For Green Upgrades COL BGI","GreenUpgrd Bldg BGI","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBldgBasicGroupIICov","Building - Incrd Cost Of Loss And Reltd Expns For Green Upgrades COL BGII","GreenUpgrd Bldg BGII","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBldgBroadCov","Building - Incrd Cost Of Loss And Reltd Expns For Green Upgrades COL Broad","GreenUpgrd Bldg Broad","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBldgEarthquakeCov","Building - Incrd Cost Of Loss And Reltd Expns For Green Upgrades COL EQ","GreenUpgrd Bldg EQ","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBldgSpecialCov","Building - Incrd Cost Of Loss And Reltd Expns For Green Upgrades COL Special","GreenUpgrd Bldg Sp","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBusInc","Business Income - Increased Cost Of Loss And Related Expenses For Green Upgrades","GreenUpgrd BI","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBusIncBasicGroupICov","Business Income - Increased Cost Of Loss And Related Expenses For Green Upgrades BGI","GreenUpgrd BI BGI","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBusIncBasicGroupIICov","Business Income - Increased Cost Of Loss And Related Expenses For Green Upgrades BGII","GreenUpgrd BI BGII","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBusIncBroadCov","Business Income - Increased Cost Of Loss And Related Expenses For Green Upgrades Broad","GreenUpgrd BI Broad","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBusIncEarthquakeCov","Business Income - Increased Cost Of Loss And Related Expenses For Green Upgrades EQ","GreenUpgrd BI EQ","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBusIncSpecialCov","Business Income - Increased Cost Of Loss And Related Expenses For Green Upgrades Special","GreenUpgrd BI Sp","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtPersProp","Personal Property - Incrd Cost Of Loss And Reltd Expns For Green Upgrades","GreenUpgrd PrsnlProp","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtPersPropBasicGroupICov","Personal Property - Incrd Cost Of Loss And Reltd Expns For Green Upgrades BGI","GreenUpgrd PrsnlProp BGI","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtPersPropBasicGroupIICov","Personal Property - Incrd Cost Of Loss And Reltd Expns For Green Upgrades BGII","GreenUpgrd PrsnlProp BGII","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtPersPropBroadCov","Personal Property - Incrd Cost Of Loss And Reltd Expns For Green Upgrades Broad","GreenUpgrd PrsnlProp Broad","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtPersPropEarthquakeCov","Personal Property - Incrd Cost Of Loss And Reltd Expns For Green Upgrades EQ","GreenUpgrd PrsnlProp EQ","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtPersPropSpecialCov","Personal Property - Incrd Cost Of Loss And Reltd Expns For Green Upgrades Special","GreenUpgrd PrsnlProp Sp","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpclClassBusnIncome","Special Class Business Income - Incrd Cost Of Loss And Reltd Expns For Green Upgrades","GreenUpgrd SpCl BI","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpclClassBusnIncomeBasicGroupICov","Special Class Business Income - Incrd Cost Of Loss And Reltd Expns For Green Upgrades BGI","GreenUpgrd SpCl BI BGI","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpclClassBusnIncomeBasicGroupIICov","Special Class Business Income - Incrd Cost Of Loss And Reltd Expns For Green Upgrades BGII","GreenUpgrd SpCl BI BGII","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpclClassBusnIncomeBroadCov","Special Class Business Income - Incrd Cost Of Loss And Reltd Expns For Green Upgrades Broad","GreenUpgrd SpCl BI Broad","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpclClassBusnIncomeEarthquakeCov","Special Class Business Income - Incrd Cost Of Loss And Reltd Expns For Green Upgrades EQ","GreenUpgrd SpCl BI EQ","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpclClassBusnIncomeSpecialCov","Special Class Business Income - Incrd Cost Of Loss And Reltd Expns For Green Upgrades Special","GreenUpgrd SpCl BI Sp","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpecialClass","Special Class - Incrd Cost Of Loss And Related Expenses For Green Upgrades","GreenUpgrd Sp Cl","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpecialClassBasicGroupICov","Special Class - Incrd Cost Of Loss And Related Expenses For Green Upgrades BGI","GreenUpgrd SpCl BGI","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpecialClassBasicGroupIICov","Special Class - Incrd Cost Of Loss And Related Expenses For Green Upgrades BGII","GreenUpgrd SpCl BGII","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpecialClassBroadCov","Special Class - Incrd Cost Of Loss And Related Expenses For Green Upgrades Broad","GreenUpgrd SpCl Brd","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpecialClassEarthquakeCov","Special Class - Incrd Cost Of Loss And Related Expenses For Green Upgrades EQ","GreenUpgrd SpCl EQ","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpecialClassSpecialCov","Special Class - Incrd Cost Of Loss And Related Expenses For Green Upgrades Special","GreenUpgrd SpCl Sp","A"
"CW","CommercialPropertyIncreaseInRebuildingExpensesFollowingDisaster","Building - Increase In Rebuilding Expenses Following Disaster","38.Y Bldg","A"
"CW","CommercialPropertyIncreaseInRebuildingExpensesFollowingDisasterBasicGroupICov","Building - Increase In Rebuilding Expenses Following Disaster COL BGI","38.Y Bldg BGI","A"
"CW","CommercialPropertyIncreaseInRebuildingExpensesFollowingDisasterBasicGroupIICov","Building - Increase In Rebuilding Expenses Following Disaster COL BGII","38.Y Bldg BGII","A"
"CW","CommercialPropertyIncreaseInRebuildingExpensesFollowingDisasterBroadCov","Building - Increase In Rebuilding Expenses Following Disaster COL Broad","38.Y Bldg Broad","A"
"CW","CommercialPropertyIncreaseInRebuildingExpensesFollowingDisasterEarthquakeCov","Building - Increase In Rebuilding Expenses Following Disaster COL EQ","38.Y Bldg EQ","A"
"CW","CommercialPropertyIncreaseInRebuildingExpensesFollowingDisasterSpecialClass","Special Class - Increase In Rebuilding Expenses Following Disaster","38.Y SpCl","A"
"CW","CommercialPropertyIncreaseInRebuildingExpensesFollowingDisasterSpecialClassBasicGroupICov","Special Class - Increase In Rebuilding Expenses Following Disaster COL BGI","38.Y SpCl BGI","A"
"CW","CommercialPropertyIncreaseInRebuildingExpensesFollowingDisasterSpecialClassBasicGroupIICov","Special Class - Increase In Rebuilding Expenses Following Disaster COL BGII","38.Y SpCl BGII","A"
"CW","CommercialPropertyIncreaseInRebuildingExpensesFollowingDisasterSpecialClassBroadCov","Special Class - Increase In Rebuilding Expenses Following Disaster COL Broad","38.Y SpCl Broad","A"
"CW","CommercialPropertyIncreaseInRebuildingExpensesFollowingDisasterSpecialClassEarthquakeCov","Special Class - Increase In Rebuilding Expenses Following Disaster COL EQ","38.Y SpCl EQ","A"
"CW","CommercialPropertyIncreaseInRebuildingExpensesFollowingDisasterSpecialClassSpecialCov","Special Class - Increase In Rebuilding Expenses Following Disaster COL Special","38.Y SpCl Sp","A"
"CW","CommercialPropertyIncreaseInRebuildingExpensesFollowingDisasterSpecialCov","Building - Increase In Rebuilding Expenses Following Disaster COL Special","38.Y Bldg Sp","A"
"CW","CommercialPropertyIRPM","Policy - Commercial Property IRPM","80 Policy","A"
"CW","CommercialPropertyJointOrDisputedLossAgreement","Building - Joint Or Disputed Loss Agreement","38.U Bldg","A"
"CW","CommercialPropertyJointOrDisputedLossAgreementBusinessIncome","Business Income - Joint Or Disputed Loss Agreement Business Income","54.C BI","A"
"CW","CommercialPropertyJointOrDisputedLossAgreementSpecialClass","Special Class - Joint Or Disputed Loss Agreement","38.U SpCl","A"
"CW","CommercialPropertyJointOrDisputedLossAgreementSpecialClassBusinessIncome","Special Class Business Income - Joint Or Disputed Loss Agreement","54.C SpCl BI","A"
"CW","CommercialPropertyLeasedProperty","Personal Property - Leased Property Premium","31.C.7 PrsnlProp","A"
"CW","CommercialPropertyLeasedPropertyDetail","Personal Property - Leased Property Premium Detail","31.C.7 PrsnlProp Dtl","A"
"CW","CommercialPropertyLeasedPropertyDetailAgreedValueBasicGroupICov","Personal Property - Leased Property Detail Agreed Value COL BGI","31.C.7.a.2 PrsnlProp BGI","A"
"CW","CommercialPropertyLeasedPropertyDetailAgreedValueBasicGroupIICov","Personal Property - Leased Property Detail Agreed Value COL BGII","31.C.7.a.2 PrsnlProp BGII","A"
"CW","CommercialPropertyLeasedPropertyDetailAgreedValueBroadCov","Personal Property - Leased Property Detail Agreed Value COL Broad","31.C.7.a.2 PrsnlProp Broad","A"
"CW","CommercialPropertyLeasedPropertyDetailAgreedValueEarthquakeCov","Personal Property - Leased Property Detail Agreed Value COL EQ","31.C.7.a.2 PrsnlProp EQ","A"
"CW","CommercialPropertyLeasedPropertyDetailAgreedValueSpecialCov","Personal Property - Leased Property Detail Agreed Value COL Special","31.C.7.a.2 PrsnlProp Sp","A"
"CW","CommercialPropertyLeasedPropertyDetailBasicGroupICov","Personal Property - Leased Property Premium Detail COL BGI","31.C.7 PrsnlProp BGI","A"
"CW","CommercialPropertyLeasedPropertyDetailBasicGroupIICov","Personal Property - Leased Property Premium Detail COL BGII","31.C.7 PrsnlProp BGII","A"
"CW","CommercialPropertyLeasedPropertyDetailBroadCov","Personal Property - Leased Property Premium Detail COL Broad","31.C.7 PrsnlProp Broad","A"
"CW","CommercialPropertyLeasedPropertyDetailEarthquakeCov","Personal Property - Leased Property Premium Detail COL EQ","31.C.7 PrsnlProp EQ","A"
"CW","CommercialPropertyLeasedPropertyDetailSpecialCov","Personal Property - Leased Property Premium Detail COL Special","31.C.7 PrsnlProp Sp","A"
"CW","CommercialPropertyLeaseholdInterestCoverageForm","Building - Leasehold Interest Coverage Form","65 Bldg","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormBonusPaymentsCoverageBasicGroupICoverage","Building - Leasehold Interest Premium Bonus Payments COL BGI","65.A.2 Bldg BGI","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormBonusPaymentsCoverageBasicGroupIICoverage","Building - Leasehold Interest Premium Bonus Payments COL BGII","65.A.2 Bldg BGII","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormBonusPaymentsCoverageBroadCoverage","Building - Leasehold Interest Premium Bonus Payments COL Broad","65.A.2 Bldg Broad","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormBonusPaymentsCoverageEarthquakeCoverage","Building - Leasehold Interest Premium Bonus Payments COL EQ","65.A.2 Bldg EQ","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormBonusPaymentsCoverageSpecialCoverage","Building - Leasehold Interest Premium Bonus Payments COL Special","65.A.2 Bldg Sp","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormImprovementsCoverageBasicGroupICoverage","Building - Leasehold Interest Premium Improvements COL BGI","65.A.3 Bldg BGI","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormImprovementsCoverageBasicGroupIICoverage","Building - Leasehold Interest Premium Improvements COL BGII","65.A.3 Bldg BGII","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormImprovementsCoverageBroadCoverage","Building - Leasehold Interest Premium Improvements COL Broad","65.A.3 Bldg Broad","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormImprovementsCoverageEarthquakeCoverage","Building - Leasehold Interest Premium Improvements COL EQ","65.A.3 Bldg EQ","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormImprovementsCoverageSpecialCoverage","Building - Leasehold Interest Premium Improvements COL Special","65.A.3 Bldg Sp","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormPrepaidRentCoverageBasicGroupICoverage","Building - Leasehold Interest Premium Prepaid Rent COL BGI","65.A.4 Bldg BGI","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormPrepaidRentCoverageBasicGroupIICoverage","Building - Leasehold Interest Premium Prepaid Rent COL BGII","65.A.4 Bldg BGII","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormPrepaidRentCoverageBroadCoverage","Building - Leasehold Interest Premium Prepaid Rent COL Broad","65.A.4 Bldg Broad","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormPrepaidRentCoverageEarthquakeCoverage","Building - Leasehold Interest Premium Prepaid Rent COL EQ","65.A.4 Bldg EQ","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormPrepaidRentCoverageSpecialCoverage","Building - Leasehold Interest Premium Prepaid Rent COL Special","65.A.4 Bldg Sp","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormTenantsLeaseCoverageBasicGroupICoverage","Building - Leasehold Interest Coverage Tenants Lease COL BGI","65.A.1 Bldg BGI","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormTenantsLeaseCoverageBasicGroupIICoverage","Building - Leasehold Interest Coverage Tenants Lease COL BGII","65.A.1 Bldg BGII","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormTenantsLeaseCoverageBroadCoverage","Building - Leasehold Interest Coverage Tenants Lease COL Broad","65.A.1 Bldg Broad","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormTenantsLeaseCoverageEarthquakeCoverage","Building - Leasehold Interest Coverage Tenants Lease COL EQ","65.A.1 Bldg EQ","A"
"CW","CommercialPropertyLeaseholdInterestCoverageFormTenantsLeaseCoverageSpecialCoverage","Building - Leasehold Interest Coverage Tenants Lease COL Special","65.A.1 Bldg Sp","A"
"CW","CommercialPropertyLeaseholdInterestFactorsFor10Percent","Building - Leasehold Interest 10% Factor","65.B.3.f Bldg","A"
"CW","CommercialPropertyLeaseholdInterestFactorsFor11Percent","Building - Leasehold Interest 11% Factor","65.B.3.g Bldg","A"
"CW","CommercialPropertyLeaseholdInterestFactorsFor12Percent","Building - Leasehold Interest 12% Factor","65.B.3.h Bldg","A"
"CW","CommercialPropertyLeaseholdInterestFactorsFor13Percent","Building - Leasehold Interest 13% Factor","65.B.3.i Bldg","A"
"CW","CommercialPropertyLeaseholdInterestFactorsFor14Percent","Building - Leasehold Interest 14% Factor","65.B.3.j Bldg","A"
"CW","CommercialPropertyLeaseholdInterestFactorsFor15Percent","Building - Leasehold Interest 15% Factor","65.B.3.k Bldg","A"
"CW","CommercialPropertyLeaseholdInterestFactorsFor5Percent","Building - Leasehold Interest 5% Factor","65.B.3.a Bldg","A"
"CW","CommercialPropertyLeaseholdInterestFactorsFor6Percent","Building - Leasehold Interest 6% Factor","65.B.3.b Bldg","A"
"CW","CommercialPropertyLeaseholdInterestFactorsFor7Percent","Building - Leasehold Interest 7% Factor","65.B.3.c Bldg","A"
"CW","CommercialPropertyLeaseholdInterestFactorsFor8Percent","Building - Leasehold Interest 8% Factor","65.B.3.d Bldg","A"
"CW","CommercialPropertyLeaseholdInterestFactorsFor9Percent","Building - Leasehold Interest 9% Factor","65.B.3.e Bldg","A"
"CW","CommercialPropertyLegalLiabilityCoverageForm","Building - Legal Liability Coverage Form","66 Bldg","A"
"CW","CommercialPropertyLegalLiabilityCoverageFormOccupClass","Occupancy - Legal Liability Coverage Form Occup Class","66 Occup","A"
"CW","CommercialPropertyLimitationOfCoverageForCertifiedActsOfTerrorismSubLimitOnAnnualAggregateBasis","Policy - Terrorism IL 09 87","TER IL 09 87","A"
"CW","CommercialPropertyLimitationsOnCovForRoofSurfacing","Building - Limitations On Coverage For Roof Surfacing","28 Bldg","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverage","Building - Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage)","29 Bldg","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncome","Business Income - Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage)","29 BusnIncome","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","Business Income - Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Detail","29 BusnIncome Dtl","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetailDroneCov","Limited Coverage For Unmanned Aircraft Scheduled And Or Blanket Coverage Business Income Detail Drone Coverage","29 BusnIncome Dtl Drone Cov","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetailEQCov","Limited Coverage For Unmanned Aircraft Scheduled And Or Blanket Coverage Business Income Detail EQ Coverage","29 BusnIncome Dtl EQ Cov","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","Building - Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Detail","29 Bldg Dtl","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetailDroneCov","Limited Coverage For Unmanned Aircraft Scheduled And Or Blanket Coverage Detail Drone Coverage","29 Bldg Dtl Drone Coverage","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetailEQCov","Limited Coverage For Unmanned Aircraft Scheduled And Or Blanket Coverage Detail Earthquake Coverage","29 Bldg Dtl EQ Coverage","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlProp","Personal Property - Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage)","29 PrsnlProp","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","Personal Property - Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Detail","29 PrsnlProp Dtl","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetailDroneCov","Limited Coverage For Unmanned Aircraft Scheduled And Or Blanket Coverage Personal Property Detail Drone Coverage","29 PrsnlProp Dtl Drone Cov","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetailEQCov","Limited Coverage For Unmanned Aircraft Scheduled And Or Blanket Coverage Personal Property Detail EQ Coverage","29 PrsnlProp Dtl EQ Cov","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageSpclClassBusnIncome","Special Class Business Income - Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage)","29 SpclClassBusnIncome","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageSpclClassBusnIncomeDetail","Special Class Business Income - Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Detail","29 SpclClassBusnIncome Dtl","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageSpclClassBusnIncomeDtlDroneCov","Limited Coverage For Unmanned Aircraft Scheduled And Or Blanket Coverage Special Class Business Income Detail Drone Coverage","29 SpclClBusnInc Dtl Drone Cov","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageSpclClassBusnIncomeDtlEQCov","Limited Coverage For Unmanned Aircraft Scheduled And Or Blanket Coverage Special Class Business Income Detail EQ Coverage","29 SpclClBusnInc Dtl EQ Cov","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageSpecialClass","Special Class - Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage)","29 SpecialClass","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageSpecialClassDetail","Special Class - Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Detail","29 SpecialClass Dtl","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageSpecialClassDetailDroneCov","Limited Coverage For Unmanned Aircraft Scheduled And Or Blanket Coverage Special Class Detail Drone Coverage","29 SpecialClass Dtl Drone Cov","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageSpecialClassDetailEQCov","Limited Coverage For Unmanned Aircraft Scheduled And Or Blanket Coverage Special Class Detail EQ Coverage","29 SpecialClass Dtl EQ Cov","A"
"CW","CommercialPropertyLmtnOfCoverageForTerrsmSubLimitOnAnnualAggregateBasisEndtIL0032","Policy - Terrorism IL 00 32","TER IL 00 32","A"
"CW","CommercialPropertyLocation","Location Common Rating","Location Common Rating","A"
"CW","CommercialPropertyLocationFireDepartmentCharge","Location - Fire Department Charge","38.X Location","A"
"CW","CommercialPropertyLocationNewlyAcquiredLocationTimeElement","Location - Newly Acquired Location Time Element","27.A.7 Location","A"
"CW","CommercialPropertyLossPayableProvisions","Building - Loss Payable Provisions CP 12 18","37.C.1 Bldg","A"
"CW","CommercialPropertyLossPayableProvisionsDetail","Building - Loss Payable Provisions Detail","37.C.1 Bldg Dtl","A"
"CW","CommercialPropertyManufacturersConsequentialLossAssumption","Personal Property - Manufacturers Consequential Loss Assumption","38.I PrsnlProp","A"
"CW","CommercialPropertyManufacturersConsequentialLossAssumptionBasicGroupICoverage","Personal Property - Manufacturers Consequential Loss Assumption COL BGI","38.I PrsnlProp BGI","A"
"CW","CommercialPropertyManufacturersConsequentialLossAssumptionBasicGroupIICoverage","Personal Property - Manufacturers Consequential Loss Assumption COL BGII","38.I PrsnlProp BGII","A"
"CW","CommercialPropertyManufacturersConsequentialLossAssumptionBroadCoverage","Personal Property - Manufacturers Consequential Loss Assumption COL Broad","38.I PrsnlProp Broad","A"
"CW","CommercialPropertyManufacturersConsequentialLossAssumptionEarthquakeCoverage","Personal Property - Manufacturers Consequential Loss Assumption COL EQ","38.I PrsnlProp EQ","A"
"CW","CommercialPropertyManufacturersConsequentialLossAssumptionSpecialCoverage","Personal Property - Manufacturers Consequential Loss Assumption COL Special","38.I PrsnlProp Sp","A"
"CW","CommercialPropertyManufacturersSellingPriceFinishedStockOnly","Personal Property - Manufacturers Selling Price Finished Stock Only","38.Q.2.a PrsnlProp","A"
"CW","CommercialPropertyMarketValueStock","Personal Property - Market Value Stock","38.Q.2.b PrsnlProp","A"
"CW","CommercialPropertyMiningPropertiesBusinessIncome","Business Income - Mining Properties","51.G BI","A"
"CW","CommercialPropertyMiningPropertiesBusinessIncomeBasicGroupICoverage","Business Income - Mining Properties BGI","51.G BI BGI","A"
"CW","CommercialPropertyMiningPropertiesBusinessIncomeBasicGroupIICoverage","Business Income - Mining Properties BGII","51.G BI BGII","A"
"CW","CommercialPropertyMiningPropertiesSpclClassBusnIncome","Special Class Business Income - Mining Properties","51.G SpCl BI","A"
"CW","CommercialPropertyMiningPropertiesSpclClassBusnIncomeBasicGroupICoverage","Special Class Business Income - Mining Properties BGI","51.G SpCl BI BGI","A"
"CW","CommercialPropertyMiningPropertiesSpclClassBusnIncomeBasicGroupIICoverage","Special Class Business Income - Mining Properties BGII","51.G SpCl BI BGII","A"
"CW","CommercialPropertyMoltenMaterial","Building - Molten Material","74.B Bldg","A"
"CW","CommercialPropertyMoltenMaterialBusnIncome","Business Income - Molten Material Premium","74.B BI","A"
"CW","CommercialPropertyMoltenMaterialPrsnlProp","Personal Property - Molten Material","74.B PrsnlProp","A"
"CW","CommercialPropertyMortgageholdersErrorsAndOmissionsCoverageForm","Policy - Mortgageholders Errors & Omissions","67 Policy","A"
"CW","CommercialPropertyMultipleDeductibleFormFixedDollarDeductibles","Building - Multiple Deductible Form (Fixed Dollar Deductibles) CP 03 20","81.D Bldg","A"
"CW","CommercialPropertyMultipleDeductibleFormFixedDollarDeductiblesSpecialClass","Special Class - Multiple Deductible Form (Fixed Dollar Deductibles) CP 03 20","81.D SpCl","A"
"CW","CommercialPropertyNewlyAcquiredOrConstructedPropertyIncreasedLimit","Building - Newly Acquired Or Constructed Property Inc Limit","38.K Bldg","A"
"CW","CommercialPropertyNonOwnedTrailersCoverage","Personal Property - Non Owned Trailers Coverage","27.A.5 PrsnlProp","A"
"CW","CommercialPropertyOccupClass","Occupancy Common Rating","Occupancy Common Rating","A"
"CW","CommercialPropertyOccupClassTemporarilyInPortableStorageUnits","Occupancy - Temporarily In Portable Storage Units","31.C.11 Occup","A"
"CW","CommercialPropertyOffPremInterruptionOfBusnVehsMobileEquipmtBusnInc","Business Income - Off-Premises Interruption Of Busn Vehs Mobile Equipmt","54.F BI","A"
"CW","CommercialPropertyOffPremInterruptionOfBusnVehsMobileEquipmtBusnIncDetail","Business Income - Off-Premises Interruption Of Busn Vehs Mobile Equipmt Detail","54.F BI Dtl","A"
"CW","CommercialPropertyOffPremInterruptionOfBusnVehsMobileEquipmtBusnIncDetailCollision","Business Income - Off-Premises Interruption Of Busn Vehs Mobile Equipmt COL Collision","54.F BI Dtl Coll","A"
"CW","CommercialPropertyOffPremInterruptionOfBusnVehsMobileEquipmtBusnIncDetailOTC","Business Income - Off-Premises Interruption Of Busn Vehs Mobile Equipmt COL OTC","54.F BI Dtl OTC","A"
"CW","CommercialPropertyOffPremInterruptionOfBusnVehsMobileEquipmtSpclClassBusnIncome","Special Class Business Income - Off-Premises Interruption Of Busn Vehs Mobile Equipmt","54.F SpCl BI","A"
"CW","CommercialPropertyOffPremInterruptionOfBusnVehsMobileEquipmtSpclClassBusnIncomeDetail","Special Class Business Income - Off-Premises Interruption Of Busn Vehs Mobile Equipmt Detail","54.F SpCl BI Dtl","A"
"CW","CommercialPropertyOffPremInterruptionOfBusnVehsMobileEquipmtSpclClassBusnIncomeDetailCollision","Special Class Business Income - Off-Premises Interruption Of Busn Vehs Mobile Equipmt COL Collision","54.F SpCl BI Dtl Coll","A"
"CW","CommercialPropertyOffPremInterruptionOfBusnVehsMobileEquipmtSpclClassBusnIncomeDetailOTC","Special Class Business Income - Off-Premises Interruption Of Busn Vehs Mobile Equipmt COL OTC","54.F SpCl BI Dtl OTC","A"
"CW","CommercialPropertyOrdinanceOrLawCovACoverage","Building - Ordinance Or Law Cov A Coverage","38.D.1.a Bldg","A"
"CW","CommercialPropertyOrdinanceOrLawCovACoverageBasicGroupICoverage","Building - Ordinance Or Law Cov A Coverage Basic Group I Coverage","38.D.1.a Bldg BGI","A"
