"StateCode","Page","TableName","ColumnName","DomainTableName","RelatedField","RelatedXPath","Status"
"CW","Building Detail","CommercialPropertyStructure","SprinklerSystem","SprinklerSystemBldg","RatingType","","A"
"CW","Building Detail","CommercialPropertyStructure","EQClass","EQClassBldg","","../../@EQCauseOfLossForm","A"
"CW","Building Detail","CommercialPropertyStructure","EQDeductible","EarthquakeDeductibleBuilding","EQClass","","A"
"CW","Building Detail","CommercialPropertyStructure","EQDeductible","EarthquakeDeductibleBuilding","","../../@EQCauseOfLossForm","A"
"CW","Building Detail","CommercialPropertyStructure","EQRoofTankHazard","EQRoofTankHazard","","../../@EQCauseOfLossForm","A"
"CW","Building Detail","CommercialPropertyStructure","BCEG","BldgCodeEffectivenessGrade2","BCEGClass","","A"
"CW","Building Detail","CommercialPropertyStructure","FungusWetRotDryRotBacteriaCovStructApply","FungusWetRotDryRotBacteriaCovStructApply","","../../@FungusWetRotDryRotBacteriaCovLocApply","A"
"CW","Building Detail","CommercialPropertyStructure","FungusWetRotDryRotBacteriaCovSubLimit","FungusWetRotDryRotBacteriaSubLimitStruct","FungusWetRotDryRotBacteriaCovStructApply","","A"
"CW","Building Detail","CommercialPropertyStructure","CovType","CovTypeBldg","","../../../../@PolicyType","A"
"CW","Building Detail","CommercialPropertyStructure","SpecificGroupIRate","SpecificBasicGroupIRate","CovType","","A"
"CW","Building Detail","CommercialPropertyStructure","SpecificGroupIRate","SpecificBasicGroupIRate","RatingType","","A"
"CW","Building Detail","CommercialPropertyStructure","IncludedInBlkt","IncludedInBlktBldg","","../../../../@BlktRated","A"
"CW","Building Detail","CommercialPropertyStructure","IncludedInBlkt","IncludedInBlktBldg","CovType","","A"
"CW","Building Detail","CommercialPropertyStructure","BlktIDNum","BlktIDNumBldg","IncludedInBlkt","","A"
"CW","Building Detail","CommercialPropertyStructure","MarginClause","MarginClause","","../../../../@BlktRated","A"
"CW","Building Detail","CommercialPropertyStructure","EQCovIndicator","EQCovIndicatorBldg","","../../@EQCauseOfLossForm","A"
"CW","Building Detail","CommercialPropertyStructure","EQCovIndicator","EQCovIndicatorBldg","","../../../../@BlktRated","A"
"CW","Building Detail","CommercialPropertyStructure","EQCovIndicator","EQCovIndicatorBldg","","../../../../@EQSubLimitBlktIndicator","A"
"CW","Building Detail","CommercialPropertyStructure","EQCovIndicator","EQCovIndicatorBldg","CovType","","A"
"CW","Building Detail","CommercialPropertyStructure","EQCauseOfLossCovBlktIDNum","EQCauseOfLossCovBlktIDNumBldg","EQCovIndicator","","A"
"CW","Building Detail","CommercialPropertyStructure","Limit","LimitBldg","IncludedInBlkt","","A"
"CW","Building Detail","CommercialPropertyStructure","Limit","LimitBldg","CovType","","A"
"CW","Building Detail","CommercialPropertyStructure","Limit","LimitBldg","EQCovIndicator","","A"
"CW","Building Detail","CommercialPropertyStructure","FullBldgValue","FullValueBuilding","EQCovIndicator","","A"
"CW","Building Detail","CommercialPropertyStructure","FullBldgValue","FullValueBuilding","","../../@FloodCovIndicator","A"
"CW","Building Detail","CommercialPropertyStructure","FullBldgValue","FullValueBuilding","IncludedInBlkt","","A"
"CW","Building Detail","CommercialPropertyStructure","EQSprinklerLeakageOnly","EQSprinklerLeakageOnlyBuilding","SprinklerSystem","","A"
"CW","Building Detail","CommercialPropertyStructure","EQSprinklerLeakageOnly","EQSprinklerLeakageOnlyBuilding","EQCovIndicator","","A"
"CW","Building Detail","CommercialPropertyStructure","CauseOfLoss","CauseOfLossBldg","IncludedInBlkt","","A"
"CW","Building Detail","CommercialPropertyStructure","CauseOfLoss","CauseOfLossBldg","","../../../../@PolicyType","A"
"CW","Building Detail","CommercialPropertyStructure","CauseOfLoss","CauseOfLossBldg","CovType","","A"
"CW","Building Detail","CommercialPropertyStructure","TheftDeductible","BuildingTheftDeductible","","../../../../@PolicyType","A"
"CW","Building Detail","CommercialPropertyStructure","ValuationType","ValuationTypeBldg","EQCovIndicator","","A"
"CW","Building Detail","CommercialPropertyStructure","ValuationType","ValuationTypeBldg","IncludedInBlkt","","A"
"CW","Building Detail","CommercialPropertyStructure","ValuationType","ValuationTypeBldg","CovType","","A"
"CW","Building Detail","CommercialPropertyStructure","ValuationType","ValuationTypeBldg","","../../../../@PolicyType","A"
"CW","Building Detail","CommercialPropertyStructure","AgreedValueOption","AgreedValueBldg","","../../../../@PolicyType","A"
"CW","Building Detail","CommercialPropertyStructure","AgreedValueOption","AgreedValueBldg","EQCovIndicator","","A"
"CW","Building Detail","CommercialPropertyStructure","AgreedValueOption","AgreedValueBldg","IncludedInBlkt","","A"
"CW","Building Detail","CommercialPropertyStructure","AgreedValueOption","AgreedValueBldg","ValuationType","","A"
"CW","Building Detail","CommercialPropertyStructure","Coinsurance","CoinsuranceBldg","ValuationType","","A"
"CW","Building Detail","CommercialPropertyStructure","Coinsurance","CoinsuranceBldg","CovType","","A"
"CW","Building Detail","CommercialPropertyStructure","Coinsurance","CoinsuranceBldg","AgreedValueOption","","A"
"CW","Building Detail","CommercialPropertyStructure","Coinsurance","CoinsuranceBldg","CauseOfLoss","","A"
"CW","Building Detail","CommercialPropertyStructure","Coinsurance","CoinsuranceBldg","IncludedInBlkt","","A"
"CW","Building Detail","CommercialPropertyStructure","Coinsurance","CoinsuranceBldg","","../../../../@PolicyType","A"
"CW","Building Detail","CommercialPropertyStructure","EQCoinsurance","EQCoinsurance","EQCovIndicator","","A"
"CW","Building Detail","CommercialPropertyStructure","EQCoinsurance","EQCoinsurance","Coinsurance","","A"
"CW","Building Detail","CommercialPropertyStructure","EQCoinsurance","EQCoinsurance","","../../@EQCauseOfLossForm","A"
"CW","Building Detail","CommercialPropertyStructure","InflationGuard","InflationGuardPctBldg","CovType","","A"
"CW","Building Detail","CommercialPropertyStructure","InflationGuard","InflationGuardPctBldg","EQCovIndicator","","A"
"CW","Building Detail","CommercialPropertyStructure","InflationGuard","InflationGuardPctBldg","","../../../../@PolicyType","A"
"CW","Building Detail","CommercialPropertyStructure","InflationGuard","InflationGuardPctBldg","IncludedInBlkt","","A"
"CW","Location Detail","CommercialPropertyLocation","ZipCode","ZipCodeState","County","","A"
"CW","Location Detail","CommercialPropertyLocation","OperationalUnitIndicator","OperationalUnitIndicator","","../../@PolicyType","A"
"CW","Location Detail","CommercialPropertyLocation","FungusWetRotDryRotBacteriaCovLocApply","FungusWetRotDryRotBacteriaCovLocApply","","../../@FungusWetRotDryRotBacteriaCov","A"
"CW","Location Detail","CommercialPropertyLocation","FungusWetRotDryRotBacteriaCovSubLimit","FungusWetRotDryRotBacteriaSublimitLoc","FungusWetRotDryRotBacteriaCovLocApply","","A"
"CW","Value Reporting Form General Information","CommercialPropertyValueReportingFormGeneralInformation","CauseOfLoss","CauseOfLossDS04","","../../@PolicyType","A"
"CW","Policy Detail","CommercialProperty","PolicyType","PolicyTypeSelection","MUPolicyType","","A"
"CW","Policy Detail","CommercialProperty","BlktRated","BlanketRatedSelection","MUBlktRated","","A"
"CW","Policy Detail","CommercialProperty","MultiPremiumAndDispersionCreditFactorUser","MultiPremiumAndDispersionCreditFactor","MultiPremiumAndDispersionCredit","","A"
"CW","Policy Detail","CommercialProperty","FungusWetRotDryRotBacteriaCov","FungusWetRotDryRotBacteriaPolicy","PolicyType","","A"
