"StateCode","PolicyType","CovForm","CovTypePrsnlProp","IncludedInBlktPrsnlProp","EQCovIndicatorPrsnlProp","DisplayValue","DataValue"
"CW","Commercial Property Policy","Tobacco Sales Warehouse Coverage Form","Personal Property in a Vault with an Approved Fire Rating","No","Yes, Not Included in Blanket","Not Applicable","Not Applicable"
"CW","Standard Property Policy","Class Rated Building Only, No Personal Property Coverage","Not Applicable","Not Applicable","No Coverage","Not Applicable","Not Applicable"
"CW","Standard Property Policy","Condominium Association Coverage Form","All Other Personal Property","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","All Other Personal Property","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","All Other Personal Property","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","All Other Personal Property","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","All Other Personal Property","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","All Other Personal Property","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","All Personal Property","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","All Personal Property","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","All Personal Property","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","All Personal Property","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","All Personal Property","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","All Personal Property","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","Personal Property in a Vault with an Approved Fire Rating","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","Personal Property in a Vault with an Approved Fire Rating","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","Personal Property in a Vault with an Approved Fire Rating","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","Personal Property in a Vault with an Approved Fire Rating","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","Personal Property in a Vault with an Approved Fire Rating","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Association Coverage Form","Personal Property in a Vault with an Approved Fire Rating","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","All Other Personal Property","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","All Other Personal Property","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","All Other Personal Property","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","All Other Personal Property","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","All Other Personal Property","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","All Other Personal Property","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","All Personal Property","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","All Personal Property","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","All Personal Property","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","All Personal Property","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","All Personal Property","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","All Personal Property","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Contents Except Stock","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Contents Except Stock","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Contents Except Stock","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Contents Except Stock","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Contents Except Stock","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Contents Except Stock","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fixtures, Improvements and Alterations","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fixtures, Improvements and Alterations","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fixtures, Improvements and Alterations","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fixtures, Improvements and Alterations","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fixtures, Improvements and Alterations","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fixtures, Improvements and Alterations","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Furniture","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Furniture","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Furniture","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Furniture","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Furniture","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Furniture","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Machinery and Equipment","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Machinery and Equipment","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Machinery and Equipment","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Machinery and Equipment","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Machinery and Equipment","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Machinery and Equipment","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Non-Owned Trailers","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Non-Owned Trailers","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Non-Owned Trailers","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Non-Owned Trailers","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Non-Owned Trailers","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Non-Owned Trailers","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Personal Property in a Vault with an Approved Fire Rating","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Personal Property in a Vault with an Approved Fire Rating","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Personal Property in a Vault with an Approved Fire Rating","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Personal Property in a Vault with an Approved Fire Rating","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Personal Property in a Vault with an Approved Fire Rating","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Personal Property in a Vault with an Approved Fire Rating","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Property of Others","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Property of Others","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Property of Others","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Property of Others","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Property of Others","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Property of Others","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Property Other than Categories Listed Above","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Property Other than Categories Listed Above","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Property Other than Categories Listed Above","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Property Other than Categories Listed Above","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Property Other than Categories Listed Above","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Property Other than Categories Listed Above","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Stock","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Stock","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Stock","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Stock","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Stock","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Stock","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Valuable Papers and Records - Other Than Electronic Data","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Valuable Papers and Records - Other Than Electronic Data","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Valuable Papers and Records - Other Than Electronic Data","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Valuable Papers and Records - Other Than Electronic Data","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Valuable Papers and Records - Other Than Electronic Data","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Valuable Papers and Records - Other Than Electronic Data","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","All Other Personal Property","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","All Other Personal Property","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","All Other Personal Property","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","All Other Personal Property","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","All Other Personal Property","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","All Other Personal Property","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","All Personal Property","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","All Personal Property","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","All Personal Property","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","All Personal Property","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","All Personal Property","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","All Personal Property","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Contents Except Stock","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Contents Except Stock","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Contents Except Stock","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Contents Except Stock","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Contents Except Stock","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Contents Except Stock","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Fixtures","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Fixtures","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Fixtures","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Fixtures","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Fixtures","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Fixtures","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Furniture","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Furniture","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Furniture","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Furniture","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Furniture","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Furniture","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Machinery and Equipment","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Machinery and Equipment","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Machinery and Equipment","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Machinery and Equipment","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Machinery and Equipment","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Machinery and Equipment","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Non-Owned Trailers","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Non-Owned Trailers","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Non-Owned Trailers","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Non-Owned Trailers","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Non-Owned Trailers","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Non-Owned Trailers","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Personal Property in a Vault with an Approved Fire Rating","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Personal Property in a Vault with an Approved Fire Rating","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Personal Property in a Vault with an Approved Fire Rating","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Personal Property in a Vault with an Approved Fire Rating","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Personal Property in a Vault with an Approved Fire Rating","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Personal Property in a Vault with an Approved Fire Rating","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Property of Others","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Property of Others","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Property of Others","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Property of Others","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Property of Others","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Property of Others","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Property Other than Categories Listed Above","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Property Other than Categories Listed Above","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Property Other than Categories Listed Above","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Property Other than Categories Listed Above","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Property Other than Categories Listed Above","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Property Other than Categories Listed Above","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Stock","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Stock","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Stock","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Stock","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Stock","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Stock","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Tenants Improvements and Betterments","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Tenants Improvements and Betterments","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Tenants Improvements and Betterments","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Tenants Improvements and Betterments","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Tenants Improvements and Betterments","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Tenants Improvements and Betterments","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Valuable Papers and Records - Other Than Electronic Data","No","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Valuable Papers and Records - Other Than Electronic Data","No","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Valuable Papers and Records - Other Than Electronic Data","No","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Valuable Papers and Records - Other Than Electronic Data","Yes","No Coverage","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Valuable Papers and Records - Other Than Electronic Data","Yes","Yes, Included in Blanket","Actual Cash Value","Actual Cash Value"
"CW","Standard Property Policy","Standard Property Policy","Valuable Papers and Records - Other Than Electronic Data","Yes","Yes, Not Included in Blanket","Actual Cash Value","Actual Cash Value"
