"StateCode","RatingType","ClassCodeBldg","DisplayValue","DataValue"
"CW","Specific","1752","Oil Distributing - Oil Terminals and LPG Tank Farms - Excluding stock","Oil Distributing - Oil Terminals and LPG Tank Farms - Excluding stock"
"CW","Specific","1752","Tanks - Oil Distributing, Oil Terminals and LPG Tank Farms - Excluding stock","Tanks - Oil Distributing, Oil Terminals and LPG Tank Farms - Excluding stock"
"CW","Specific","2000","Dairy Products Mfg.","Dairy Products Mfg."
"CW","Specific","2000","Ice Houses - Manufacturing or manufacturing with storage","Ice Houses - Manufacturing or manufacturing with storage"
"CW","Specific","2000","Milk Depots or Dealers; Milk Processing","Milk Depots or Dealers; Milk Processing"
"CW","Specific","2059","Food Products Mfg. - Seafood products, meat processing","Food Products Mfg. - Seafood products, meat processing"
"CW","Specific","2059","Meat, Fish, Poultry or Seafood - Curing or processing","Meat, Fish, Poultry or Seafood - Curing or processing"
"CW","Specific","2059","Pet Food Mfg.","Pet Food Mfg."
"CW","Specific","2059","Rendering Works","Rendering Works"
"CW","Specific","2150","Feed, Grain or Hay Dealers - Stores with processing, grinding or milling; Feed or grist mills","Feed, Grain or Hay Dealers - Stores with processing, grinding or milling; Feed or grist mills"
"CW","Specific","2150","Feed Mfg.","Feed Mfg."
"CW","Specific","2150","Grain Milling","Grain Milling"
"CW","Specific","2200","Bakeries - Baking on premises - delivery to other outlets","Bakeries - Baking on premises - delivery to other outlets"
"CW","Specific","2200","Bakery Plants","Bakery Plants"
"CW","Specific","2200","Candy or Confectionery Products - Mfg.","Candy or Confectionery Products - Mfg."
"CW","Specific","2250","Dextrine Mfg.","Dextrine Mfg."
"CW","Specific","2250","Food Products Mfg. - Fish oils mfg., fruits processing, vegetables processing, nut processing, spices processing","Food Products Mfg. - Fish oils mfg., fruits processing, vegetables processing, nut processing, spices processing"
"CW","Specific","2250","Packing Houses","Packing Houses"
"CW","Specific","2250","Produce - Packing or Processing","Produce - Packing or Processing"
"CW","Specific","2250","Vegetable and Fruit Packing","Vegetable and Fruit Packing"
"CW","Specific","2250","Vegetable Oil Mfg. - not by solvent extraction","Vegetable Oil Mfg. - not by solvent extraction"
"CW","Specific","2300","Extracts Mfg. With no flammable solvents","Extracts Mfg. With no flammable solvents"
"CW","Specific","2300","Food Products Mfg. - Flavor extracts mfg. (with no flammables); molasses, sugar, honey and syrup mfg.","Food Products Mfg. - Flavor extracts mfg. (with no flammables); molasses, sugar, honey and syrup mfg."
"CW","Specific","2300","Honey Extracting","Honey Extracting"
"CW","Specific","2300","Sugar Refining","Sugar Refining"
"CW","Specific","2300","Syrups or Molasses - refining, blending or mfg.","Syrups or Molasses - refining, blending or mfg."
"CW","Specific","2350","Beverage Bottlers - soft drinks","Beverage Bottlers - soft drinks"
"CW","Specific","2350","Water Bottling","Water Bottling"
"CW","Specific","2400","Beer, Ale or Malt Liquor Mfg.","Beer, Ale or Malt Liquor Mfg."
"CW","Specific","2400","Food Products Mfg. - Yeast factories, malt mills other than breweries","Food Products Mfg. - Yeast factories, malt mills other than breweries"
"CW","Specific","2459","Liquor Mfg.","Liquor Mfg."
"CW","Specific","2459","Wine Mfg.","Wine Mfg."
"CW","Specific","2550","Food Products Mfg. - Tobacco products","Food Products Mfg. - Tobacco products"
"CW","Specific","2550","Tobacco Products Mfg. - Cigars or cigarettes","Tobacco Products Mfg. - Cigars or cigarettes"
"CW","Specific","2550","Tobacco Products Mfg. - Plug or snuff","Tobacco Products Mfg. - Plug or snuff"
"CW","Specific","2550","Tobacco Products Mfg. - Other","Tobacco Products Mfg. - Other"
"CW","Specific","2600","Food Products Mfg. - NOC","Food Products Mfg. - NOC"
"CW","Specific","2750","Cotton Gin Operations","Cotton Gin Operations"
"CW","Specific","2800","Carpet or Rug - Mfg.","Carpet or Rug - Mfg."
"CW","Specific","2800","Cotton Batting and Wadding Mfg.","Cotton Batting and Wadding Mfg."
"CW","Specific","2800","Fiber Mfg. - Acetate, rayon","Fiber Mfg. - Acetate, rayon"
"CW","Specific","2800","Fiber Mfg. - Acrilan, Dacron, Dynel, Fiberglass, Nylon, Orlon, Saran and similar synthetics; Plush; Satin or Silk; Velours; Velv","Fiber Mfg. - Acrilan, Dacron, Dynel, Fiberglass, Nylon, Orlon, Saran and similar synthetics; Plush; Satin or Silk; Velours; Velv"
"CW","Specific","2800","Fiber Mfg. - Celanese, linens","Fiber Mfg. - Celanese, linens"
"CW","Specific","2800","Fiber Mfg. - Cotton, felt","Fiber Mfg. - Cotton, felt"
"CW","Specific","2800","Mattress or Box Spring - Mfg.","Mattress or Box Spring - Mfg."
"CW","Specific","2800","Parachute Mfg.","Parachute Mfg."
"CW","Specific","2800","Rope Mfg.","Rope Mfg."
"CW","Specific","2800","Tent or Canopy - Mfg.","Tent or Canopy - Mfg."
"CW","Specific","2800","Textile Mfg. other than wearing apparel; Textile Spinning, Weaving or Knitting Mills","Textile Mfg. other than wearing apparel; Textile Spinning, Weaving or Knitting Mills"
"CW","Specific","2800","Twine or Cordage Mfg.","Twine or Cordage Mfg."
"CW","Specific","2800","Wigs or Hair Pieces - Mfg.","Wigs or Hair Pieces - Mfg."
"CW","Specific","2800","Wool - Combing, Scouring or Separating from Cotton","Wool - Combing, Scouring or Separating from Cotton"
"CW","Specific","2800","Wool - Pulling","Wool - Pulling"
"CW","Specific","2800","Sail Making","Sail Making"
"CW","Specific","2805","Sail Maker Shops - Massachusetts only","Sail Maker Shops - Massachusetts only"
"CW","Specific","3009","Clothing Mfg. - Children's and infants' wear","Clothing Mfg. - Children's and infants' wear"
"CW","Specific","3009","Clothing Mfg. - Haberdashery and men's furnishings","Clothing Mfg. - Haberdashery and men's furnishings"
"CW","Specific","3009","Clothing Mfg. - Hosiery","Clothing Mfg. - Hosiery"
"CW","Specific","3009","Clothing Mfg. - Ladies' and girls' coats, suits and dresses","Clothing Mfg. - Ladies' and girls' coats, suits and dresses"
"CW","Specific","3009","Clothing Mfg. - Ladies' undergarments and lingerie","Clothing Mfg. - Ladies' undergarments and lingerie"
"CW","Specific","3009","Clothing Mfg. - Men's and boys' coats & suits","Clothing Mfg. - Men's and boys' coats & suits"
"CW","Specific","3009","Clothing Mfg. - Millinery and trimmings","Clothing Mfg. - Millinery and trimmings"
"CW","Specific","3009","Clothing Mfg. - Wigs","Clothing Mfg. - Wigs"
"CW","Specific","3009","Fur Garment Mfg.","Fur Garment Mfg."
"CW","Specific","3009","Fur or Pelt Processing","Fur or Pelt Processing"
"CW","Specific","3009","Tailor Merchants; Tailoring or Dressmaking Establishments - custom - Over 10 employees engaged in sewing or tailoring other than","Tailor Merchants; Tailoring or Dressmaking Establishments - custom - Over 10 employees engaged in sewing or tailoring other than"
"CW","Specific","3009","Textile Products Mfg. - wearing apparel","Textile Products Mfg. - wearing apparel"
"CW","Specific","3009","Upholstering","Upholstering"
"CW","Specific","3409","Leather Goods - Leather goods mfg.","Leather Goods - Leather goods mfg."
"CW","Specific","3409","Tanning - animal hides","Tanning - animal hides"
"CW","Specific","3809","Plywood, Veneer or Veneer Products Mfg.","Plywood, Veneer or Veneer Products Mfg."
"CW","Specific","3809","Saw Mills or Planing Mills","Saw Mills or Planing Mills"
"CW","Specific","3809","Wood Preserving","Wood Preserving"
"CW","Specific","3809","Wood Products Mfg. - Excelsior mills; plywood, laminated wood or veneer manufacturing; wood floor mills and wood preserving plan","Wood Products Mfg. - Excelsior mills; plywood, laminated wood or veneer manufacturing; wood floor mills and wood preserving plan"
"CW","Specific","3959","Boxes or Containers Mfg. - Wood","Boxes or Containers Mfg. - Wood"
"CW","Specific","3959","Carpentry - Shop","Carpentry - Shop"
"CW","Specific","3959","Door or Window Mfg. - wood","Door or Window Mfg. - wood"
"CW","Specific","3959","Furniture Mfg. or Assembling - wood","Furniture Mfg. or Assembling - wood"
"CW","Specific","3959","Ladder Mfg. - wood","Ladder Mfg. - wood"
"CW","Specific","3959","Prefabricated Building Mfg. - Wood","Prefabricated Building Mfg. - Wood"
"CW","Specific","3959","Sign Erection, Installation or Repair - Woodworking repair","Sign Erection, Installation or Repair - Woodworking repair"
"CW","Specific","3959","Straw and Straw Products - Manufacturing","Straw and Straw Products - Manufacturing"
"CW","Specific","3959","Wicker, Rattan, Willow or Twisted Fiber Products - Mfg.","Wicker, Rattan, Willow or Twisted Fiber Products - Mfg."
"CW","Specific","3959","Wood Products Mfg. - NOC","Wood Products Mfg. - NOC"
"CW","Specific","4400","Paper Mfg.","Paper Mfg."
"CW","Specific","4400","Pulp Mfg.","Pulp Mfg."
"CW","Specific","4450","Boxes or Containers Mfg. - Corrugated or fiberboard","Boxes or Containers Mfg. - Corrugated or fiberboard"
"CW","Specific","4450","Carbon Paper or Inked Ribbon Mfg.","Carbon Paper or Inked Ribbon Mfg."
"CW","Specific","4450","Paper Coating or Finishing","Paper Coating or Finishing"
"CW","Specific","4450","Paper Goods Mfg.","Paper Goods Mfg."
"CW","Specific","4450","Pattern Mfg. - Paper","Pattern Mfg. - Paper"
"CW","Specific","4809","Bookbinding and Printers Supplies","Bookbinding and Printers Supplies"
"CW","Specific","4809","Engraving - Photoengraving","Engraving - Photoengraving"
"CW","Specific","4809","Lithographing","Lithographing"
"CW","Specific","4809","Printing - Other printing services","Printing - Other printing services"
"CW","Specific","4809","Publishers - Books or magazines","Publishers - Books or magazines"
"CW","Specific","4809","Publishers - Newspapers","Publishers - Newspapers"
"CW","Specific","4809","Textile Printing and Silk Screening","Textile Printing and Silk Screening"
"CW","Specific","5000","Adhesive or Adhesive Tape Mfg. - Non-combustible","Adhesive or Adhesive Tape Mfg. - Non-combustible"
"CW","Specific","5000","Asphalt or Tar Distilling or Refining, or Asphalt Works - Non-combustible","Asphalt or Tar Distilling or Refining, or Asphalt Works - Non-combustible"
"CW","Specific","5000","Caulking Compounds, Putty or Similar Products Mfg.","Caulking Compounds, Putty or Similar Products Mfg."
"CW","Specific","5000","Charcoal or Coal Briquette Mfg.","Charcoal or Coal Briquette Mfg."
"CW","Specific","5000","Chemical Mfg. - Non-combustible","Chemical Mfg. - Non-combustible"
"CW","Specific","5000","Coke Mfg.","Coke Mfg."
"CW","Specific","5000","Color or Pigment Preparation - Non-combustible","Color or Pigment Preparation - Non-combustible"
"CW","Specific","5000","Cosmetics Mfg.","Cosmetics Mfg."
"CW","Specific","5000","Drug, Medicine or Pharmaceutical Preparations Mfg. (including biological products) - Noncombustible","Drug, Medicine or Pharmaceutical Preparations Mfg. (including biological products) - Noncombustible"
"CW","Specific","5000","Fertilizer Mfg. - Noncombustible","Fertilizer Mfg. - Noncombustible"
"CW","Specific","5000","Gas Manufacturing - Inert","Gas Manufacturing - Inert"
"CW","Specific","5000","Ink Mfg.","Ink Mfg."
"CW","Specific","5000","Lead Mfg. - red or white","Lead Mfg. - red or white"
"CW","Specific","5000","Plastic Mfg. - raw material - Noncombustible chemicals","Plastic Mfg. - raw material - Noncombustible chemicals"
"CW","Specific","5000","Rubber Mfg. - bulk - Noncombustible","Rubber Mfg. - bulk - Noncombustible"
"CW","Specific","5000","Salt, Borax, Potash or Phosphate - producing or refining - Noncombustible","Salt, Borax, Potash or Phosphate - producing or refining - Noncombustible"
"CW","Specific","5000","Salt Mfg. - Not used as food product","Salt Mfg. - Not used as food product"
"CW","Specific","5000","Soap Mfg.","Soap Mfg."
"CW","Specific","5000","Vegetable Oil Mfg. - by solvent extraction - Non-combustible","Vegetable Oil Mfg. - by solvent extraction - Non-combustible"
"CW","Specific","5000","Wood Products Mfg. - Charcoal manufacturing","Wood Products Mfg. - Charcoal manufacturing"
"CW","Specific","5050","Adhesive or Adhesive Tape Mfg. - Combustible or free burning","Adhesive or Adhesive Tape Mfg. - Combustible or free burning"
"CW","Specific","5050","Asphalt or Tar Distilling or Refining, or Asphalt Works - Combustible or free burning","Asphalt or Tar Distilling or Refining, or Asphalt Works - Combustible or free burning"
"CW","Specific","5050","Candle Mfg.","Candle Mfg."
"CW","Specific","5050","Chemical Mfg. - Combustible or free burning","Chemical Mfg. - Combustible or free burning"
"CW","Specific","5050","Color or Pigment Preparation - Combustible or free burning","Color or Pigment Preparation - Combustible or free burning"
"CW","Specific","5050","Drug, Medicine or Pharmaceutical Preparations Mfg. (including biological products) - Combustible or free burning","Drug, Medicine or Pharmaceutical Preparations Mfg. (including biological products) - Combustible or free burning"
"CW","Specific","5050","Extracts Mfg. With flammable solvents","Extracts Mfg. With flammable solvents"
"CW","Specific","5050","Fertilizer Mfg. - Combustible or free burning","Fertilizer Mfg. - Combustible or free burning"
"CW","Specific","5050","Food Products Mfg. - Flavor extracts mfg. (with flammables)","Food Products Mfg. - Flavor extracts mfg. (with flammables)"
"CW","Specific","5050","Lubricants Mfg. - grease","Lubricants Mfg. - grease"
"CW","Specific","5050","Plastic Mfg. - raw material - Combustible, free-burning chemicals","Plastic Mfg. - raw material - Combustible, free-burning chemicals"
"CW","Specific","5050","Rubber Mfg. - bulk - Combustible or free-burning","Rubber Mfg. - bulk - Combustible or free-burning"
"CW","Specific","5050","Salt, Borax, Potash or Phosphate - producing or refining - Combustible or free-burning","Salt, Borax, Potash or Phosphate - producing or refining - Combustible or free-burning"
"CW","Specific","5050","Vegetable Oil Mfg. - by solvent extraction - Combustible or free burning","Vegetable Oil Mfg. - by solvent extraction - Combustible or free burning"
"CW","Specific","5050","Wax or Wax Products Mfg.","Wax or Wax Products Mfg."
"CW","Specific","5050","Wax, Wax Products or Polish Mfg. - floor","Wax, Wax Products or Polish Mfg. - floor"
"CW","Specific","5100","Adhesive or Adhesive Tape Mfg. - Rapid burning","Adhesive or Adhesive Tape Mfg. - Rapid burning"
"CW","Specific","5100","Aerosol Containers - filling or charging for others","Aerosol Containers - filling or charging for others"
"CW","Specific","5100","Alcohol Mfg. - not beverage","Alcohol Mfg. - not beverage"
"CW","Specific","5100","Ammunition Mfg.","Ammunition Mfg."
"CW","Specific","5100","Asphalt or Tar Distilling or Refining, or Asphalt Works - Rapid burning","Asphalt or Tar Distilling or Refining, or Asphalt Works - Rapid burning"
"CW","Specific","5100","Cellophane and Cellophane Products Mfg.","Cellophane and Cellophane Products Mfg."
"CW","Specific","5100","Chemical Mfg. - Rapid burning","Chemical Mfg. - Rapid burning"
"CW","Specific","5100","Color or Pigment Preparation - Rapid burning","Color or Pigment Preparation - Rapid burning"
"CW","Specific","5100","Drug, Medicine or Pharmaceutical Preparations Mfg. (including biological products) - Rapid burning","Drug, Medicine or Pharmaceutical Preparations Mfg. (including biological products) - Rapid burning"
"CW","Specific","5100","Explosives or Fireworks Mfg.","Explosives or Fireworks Mfg."
"CW","Specific","5100","Fertilizer Mfg. - Rapid burning","Fertilizer Mfg. - Rapid burning"
"CW","Specific","5100","Firearms Mfg. - Ammunition mfg.","Firearms Mfg. - Ammunition mfg."
"CW","Specific","5100","Gas Manufacturing - Primarily flammable, explosive or reactive, with or without toxicity","Gas Manufacturing - Primarily flammable, explosive or reactive, with or without toxicity"
"CW","Specific","5100","Gas Manufacturing - Primarily toxic or presenting a health hazard and NOC","Gas Manufacturing - Primarily toxic or presenting a health hazard and NOC"
"CW","Specific","5100","Match Mfg.","Match Mfg."
"CW","Specific","5100","Paint, Varnish, Shellac or Lacquer Mfg.","Paint, Varnish, Shellac or Lacquer Mfg."
"CW","Specific","5100","Plastic Mfg. - raw material - Rapid burning chemicals","Plastic Mfg. - raw material - Rapid burning chemicals"
"CW","Specific","5100","Rubber Mfg. - bulk - Rapid burning","Rubber Mfg. - bulk - Rapid burning"
"CW","Specific","5100","Salt, Borax, Potash or Phosphate - producing or refining - Rapid burning","Salt, Borax, Potash or Phosphate - producing or refining - Rapid burning"
"CW","Specific","5100","Turpentine or Resin Mfg.","Turpentine or Resin Mfg."
"CW","Specific","5100","Vegetable Oil Mfg. - by solvent extraction - Rapid burning","Vegetable Oil Mfg. - by solvent extraction - Rapid burning"
"CW","Specific","5500","Air Conditioning Equipment Mfg. - Plastic parts","Air Conditioning Equipment Mfg. - Plastic parts"
"CW","Specific","5500","Aircraft or Aircraft Parts Mfg. - Plastic parts","Aircraft or Aircraft Parts Mfg. - Plastic parts"
"CW","Specific","5500","Alarm Mfg. - Burglar, fire or smoke - Plastic parts","Alarm Mfg. - Burglar, fire or smoke - Plastic parts"
"CW","Specific","5500","Automobile, Bus and Truck Body Mfg. - Plastic parts","Automobile, Bus and Truck Body Mfg. - Plastic parts"
"CW","Specific","5500","Automobile, Bus or Truck Parts Mfg. - Plastic parts","Automobile, Bus or Truck Parts Mfg. - Plastic parts"
"CW","Specific","5500","Bone, Horn and Ivory Products - Mfg.","Bone, Horn and Ivory Products - Mfg."
"CW","Specific","5500","Bottle and Jar Mfg. - Plastic","Bottle and Jar Mfg. - Plastic"
"CW","Specific","5500","Communication or Recording Systems or Equipment Mfg. - Plastic parts","Communication or Recording Systems or Equipment Mfg. - Plastic parts"
"CW","Specific","5500","Drums or Containers Mfg. - Plastic","Drums or Containers Mfg. - Plastic"
"CW","Specific","5500","Electronic Games Mfg. - Plastic parts","Electronic Games Mfg. - Plastic parts"
"CW","Specific","5500","Firearms Mfg. - Plastic parts","Firearms Mfg. - Plastic parts"
"CW","Specific","5500","Insulating Material Mfg. - Plastic","Insulating Material Mfg. - Plastic"
"CW","Specific","5500","Machinery or Machinery Parts Mfg. - Plastic parts","Machinery or Machinery Parts Mfg. - Plastic parts"
"CW","Specific","5500","Media Mfg. - Blank","Media Mfg. - Blank"
"CW","Specific","5500","Media Mfg. - Pre-recorded","Media Mfg. - Pre-recorded"
"CW","Specific","5500","Medical, Dental, Hospital or Surgical Instruments Mfg. - Plastic parts","Medical, Dental, Hospital or Surgical Instruments Mfg. - Plastic parts"
"CW","Specific","5500","Medical, Dental or Surgical Diagnostic or Treatment Machines or Devices Mfg. - Plastic parts","Medical, Dental or Surgical Diagnostic or Treatment Machines or Devices Mfg. - Plastic parts"
"CW","Specific","5500","Musical Products Mfg. - pre-recorded","Musical Products Mfg. - pre-recorded"
"CW","Specific","5500","Photographic Equipment Mfg. - Plastic parts","Photographic Equipment Mfg. - Plastic parts"
"CW","Specific","5500","Pipes or Tubes Mfg. - Plastic","Pipes or Tubes Mfg. - Plastic"
"CW","Specific","5500","Plastic Goods Mfg. - Household","Plastic Goods Mfg. - Household"
"CW","Specific","5500","Plastic Goods Mfg. - Other than household","Plastic Goods Mfg. - Other than household"
"CW","Specific","5500","Radio, Television or Sound System Mfg. - Plastic parts","Radio, Television or Sound System Mfg. - Plastic parts"
"CW","Specific","5500","Sewing Machines Mfg. - Plastic parts","Sewing Machines Mfg. - Plastic parts"
"CW","Specific","5500","Tool Mfg. - Plastic parts","Tool Mfg. - Plastic parts"
"CW","Specific","5759","Inner Tubes Mfg.","Inner Tubes Mfg."
"CW","Specific","5759","Rubber Mfg. and Reclaiming - other than bulk","Rubber Mfg. and Reclaiming - other than bulk"
"CW","Specific","5759","Rubber Stamp - Manufacturing","Rubber Stamp - Manufacturing"
"CW","Specific","5759","Sponge Processing","Sponge Processing"
"CW","Specific","5759","Tire - Mfg.","Tire - Mfg."
"CW","Specific","6009","Abrasive Wheel Mfg.","Abrasive Wheel Mfg."
"CW","Specific","6009","Asbestos Goods Mfg.","Asbestos Goods Mfg."
"CW","Specific","6009","Asphalt or Tar Distilling or Refining, or Asphalt Works - Road mix plants","Asphalt or Tar Distilling or Refining, or Asphalt Works - Road mix plants"
"CW","Specific","6009","Bottle and Jar Mfg. - Glass","Bottle and Jar Mfg. - Glass"
"CW","Specific","6009","Brick Mfg.","Brick Mfg."
"CW","Specific","6009","Cement, Concrete Mix or Plaster Mfg. - packaged or bulk","Cement, Concrete Mix or Plaster Mfg. - packaged or bulk"
"CW","Specific","6009","Ceramics - With shop work - other than hobby or instructional","Ceramics - With shop work - other than hobby or instructional"
"CW","Specific","6009","China, Porcelain or Earthenware Mfg.","China, Porcelain or Earthenware Mfg."
"CW","Specific","6009","Clay Products Mfg.","Clay Products Mfg."
"CW","Specific","6009","Concrete or Plaster Products Mfg.; Concrete Mixed in Transit","Concrete or Plaster Products Mfg.; Concrete Mixed in Transit"
"CW","Specific","6009","Diamond Manufacturing - industrial","Diamond Manufacturing - industrial"
"CW","Specific","6009","Fiberglass Mfg.","Fiberglass Mfg."
"CW","Specific","6009","Glass Dealers and Glaziers - More than 5 employees engaged in grinding, polishing or glazing","Glass Dealers and Glaziers - More than 5 employees engaged in grinding, polishing or glazing"
"CW","Specific","6009","Glass or Glassware Mfg.","Glass or Glassware Mfg."
"CW","Specific","6009","Hone, Oilstone or Whetstone Mfg.","Hone, Oilstone or Whetstone Mfg."
"CW","Specific","6009","Insulating Material Mfg. - Mineral","Insulating Material Mfg. - Mineral"
"CW","Specific","6009","Light Bulbs or Tubes Mfg.","Light Bulbs or Tubes Mfg."
"CW","Specific","6009","Lime Mfg. - Processing or mfg. operations in building","Lime Mfg. - Processing or mfg. operations in building"
"CW","Specific","6009","Marble Products - Mfg.","Marble Products - Mfg."
"CW","Specific","6009","Mica Goods Mfg.","Mica Goods Mfg."
"CW","Specific","6009","Mineral Powder or Mineral Polish Mfg.","Mineral Powder or Mineral Polish Mfg."
"CW","Specific","6009","Monuments, Tombstones and Statuary - Monument works","Monuments, Tombstones and Statuary - Monument works"
"CW","Specific","6009","Optical Goods - Distributors and Stores - if over 5 employees engaged in grinding or polishing","Optical Goods - Distributors and Stores - if over 5 employees engaged in grinding or polishing"
"CW","Specific","6009","Optical Goods - Mfg.","Optical Goods - Mfg."
"CW","Specific","6009","Ore Milling or Processing - Processing or manufacturing operations in buildings","Ore Milling or Processing - Processing or manufacturing operations in buildings"
"CW","Specific","6009","Salt, Borax, Potash or Phosphate - mineral product processing","Salt, Borax, Potash or Phosphate - mineral product processing"
"CW","Specific","6009","Salt Mfg. - Used as food product","Salt Mfg. - Used as food product"
"CW","Specific","6009","Slate Milling, Slate Splitting or Slate Roofing Mfg.","Slate Milling, Slate Splitting or Slate Roofing Mfg."
"CW","Specific","6009","Stone Crushing, Cutting or Polishing","Stone Crushing, Cutting or Polishing"
"CW","Specific","6210","Clay or Shale Digging","Clay or Shale Digging"
"CW","Specific","6210","Dredging - Gold","Dredging - Gold"
"CW","Specific","6210","Dredging - Other than gold","Dredging - Other than gold"
"CW","Specific","6210","Drilling","Drilling"
"CW","Specific","6210","Lime Mfg. - Mining","Lime Mfg. - Mining"
"CW","Specific","6210","Mining - Other","Mining - Other"
"CW","Specific","6210","Oil or Gas Wells","Oil or Gas Wells"
"CW","Specific","6210","Ore Mining","Ore Mining"
"CW","Specific","6210","Quarries - Other than coal","Quarries - Other than coal"
"CW","Specific","6210","Salt, Borax, Potash or Phosphate Mining","Salt, Borax, Potash or Phosphate Mining"
"CW","Specific","6210","Slate Quarrying","Slate Quarrying"
"CW","Specific","6210","Stone Quarrying","Stone Quarrying"
"CW","Specific","6250","Mining - Coal","Mining - Coal"
"CW","Specific","6250","Quarries - Coal","Quarries - Coal"
"CW","Specific","6810","Air Conditioning Equipment Mfg. - Heavy metal parts","Air Conditioning Equipment Mfg. - Heavy metal parts"
"CW","Specific","6810","Aircraft or Aircraft Parts Mfg. - Heavy metal parts","Aircraft or Aircraft Parts Mfg. - Heavy metal parts"
"CW","Specific","6810","Automobile, Bus and Truck Body Mfg. - Heavy metal products","Automobile, Bus and Truck Body Mfg. - Heavy metal products"
"CW","Specific","6810","Automobile, Bus or Truck Parts Mfg. - Heavy metal products","Automobile, Bus or Truck Parts Mfg. - Heavy metal products"
"CW","Specific","6810","Communication or Recording Systems or Equipment Mfg. - Heavy metal","Communication or Recording Systems or Equipment Mfg. - Heavy metal"
"CW","Specific","6810","Die Casting Mfg.","Die Casting Mfg."
"CW","Specific","6810","Electrical Generating Machinery Mfg.","Electrical Generating Machinery Mfg."
"CW","Specific","6810","Electronic Games Mfg. - Heavy metal parts","Electronic Games Mfg. - Heavy metal parts"
"CW","Specific","6810","Elevator Mfg.","Elevator Mfg."
"CW","Specific","6810","Engine or Turbine Mfg. - not aircraft","Engine or Turbine Mfg. - not aircraft"
"CW","Specific","6810","Forging Work","Forging Work"
"CW","Specific","6810","Foundries","Foundries"
"CW","Specific","6810","Heating Equipment Mfg. - Heavy metal working","Heating Equipment Mfg. - Heavy metal working"
"CW","Specific","6810","Machinery or Machinery Parts Mfg. - Heavy metalworking","Machinery or Machinery Parts Mfg. - Heavy metalworking"
"CW","Specific","6810","Metal Goods Mfg. - Heavy metalworking","Metal Goods Mfg. - Heavy metalworking"
"CW","Specific","6810","Metals - extraction or refining - Of refining of nonferrous metals - blast furnace or other pyrometallurgical processes","Metals - extraction or refining - Of refining of nonferrous metals - blast furnace or other pyrometallurgical processes"
"CW","Specific","6810","Metals - extraction or refining - Other","Metals - extraction or refining - Other"
"CW","Specific","6810","Metal Works - shop - Heavy metalworking","Metal Works - shop - Heavy metalworking"
"CW","Specific","6810","Radio, Television or Sound System Mfg. - Metal parts, heavy","Radio, Television or Sound System Mfg. - Metal parts, heavy"
"CW","Specific","6810","Railroad Engine Mfg.","Railroad Engine Mfg."
"CW","Specific","6810","Railroad or Other Public Conveyance Cars or Car Parts Mfg. - heavy metal","Railroad or Other Public Conveyance Cars or Car Parts Mfg. - heavy metal"
"CW","Specific","6810","Rolling Mills - cold or hot process","Rolling Mills - cold or hot process"
"CW","Specific","6810","Safes or Safe Vaults Mfg.","Safes or Safe Vaults Mfg."
"CW","Specific","6810","Tank Building or Mfg. - metal - Pressurized","Tank Building or Mfg. - metal - Pressurized"
"CW","Specific","6810","Truck Mfg. or Assembling","Truck Mfg. or Assembling"
"CW","Specific","6850","Aerosol Container Mfg. - Metal","Aerosol Container Mfg. - Metal"
"CW","Specific","6850","Air Conditioning Equipment Mfg. - Metal parts other than heavy metal","Air Conditioning Equipment Mfg. - Metal parts other than heavy metal"
"CW","Specific","6850","Aircraft or Aircraft Parts Mfg. - Metal parts other than heavy metal","Aircraft or Aircraft Parts Mfg. - Metal parts other than heavy metal"
"CW","Specific","6850","Alarm Mfg. - Burglar, fire or smoke - Metal parts other than precision parts","Alarm Mfg. - Burglar, fire or smoke - Metal parts other than precision parts"
"CW","Specific","6850","Automobile, Bus and Truck Body Mfg. - Metal products other than heavy metal","Automobile, Bus and Truck Body Mfg. - Metal products other than heavy metal"
"CW","Specific","6850","Automobile, Bus or Truck Parts Mfg. - Metal products other than heavy metal","Automobile, Bus or Truck Parts Mfg. - Metal products other than heavy metal"
"CW","Specific","6850","Bicycle Mfg. - not motorized","Bicycle Mfg. - not motorized"
"CW","Specific","6850","Blacksmithing","Blacksmithing"
"CW","Specific","6850","Bolt, Nut, Rivet, Screw or Washer Mfg.","Bolt, Nut, Rivet, Screw or Washer Mfg."
"CW","Specific","6850","Cable or Wire Mfg.","Cable or Wire Mfg."
"CW","Specific","6850","Can Mfg. - metal","Can Mfg. - metal"
"CW","Specific","6850","Communication or Recording Systems or Equipment Mfg. - Metal other than heavy metal","Communication or Recording Systems or Equipment Mfg. - Metal other than heavy metal"
"CW","Specific","6850","Cutlery (not powered) and Flatware Mfg.","Cutlery (not powered) and Flatware Mfg."
"CW","Specific","6850","Drums or Containers Mfg. - Metal","Drums or Containers Mfg. - Metal"
"CW","Specific","6850","Electrical Parts Mfg.","Electrical Parts Mfg."
"CW","Specific","6850","Electrical Power Distribution or Transmission Equipment Mfg. - Electrical parts","Electrical Power Distribution or Transmission Equipment Mfg. - Electrical parts"
"CW","Specific","6850","Electrical Wire or Cable Mfg.","Electrical Wire or Cable Mfg."
"CW","Specific","6850","Electronic Games Mfg. - Light metal parts","Electronic Games Mfg. - Light metal parts"
"CW","Specific","6850","Electroplating","Electroplating"
"CW","Specific","6850","Escalator or Moving Sidewalk Mfg.","Escalator or Moving Sidewalk Mfg."
