"StateCode","PolicyType","CovForm","CauseOfLossPrsnlProp","IncludedInBlktPrsnlProp","ValuationTypePrsnlProp","AgreedValueBldg","DisplayValue","DataValue"
"CW","Standard Property Policy","Standard Property Policy","Fire","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Standard Property Policy","Fire","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Standard Property Policy","Fire","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Standard Property Policy","Fire","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Standard Property Policy","Fire","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Standard Property Policy","Fire","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Standard Property Policy","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Standard Property Policy","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Standard Property Policy","Standard Property Policy","Blanket Cause of Loss Applies","Yes","Actual Cash Value","Not Applicable","Blanket Coinsurance Percentage Applies","Blanket Coinsurance Percentage Applies"
"CW","Commercial Property Policy","Tobacco Sales Warehouse Coverage Form","Basic","No","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Tobacco Sales Warehouse Coverage Form","Basic","No","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Tobacco Sales Warehouse Coverage Form","Basic","No","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Tobacco Sales Warehouse Coverage Form","Broad","No","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Tobacco Sales Warehouse Coverage Form","Broad","No","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Tobacco Sales Warehouse Coverage Form","Broad","No","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Tobacco Sales Warehouse Coverage Form","Special","No","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Tobacco Sales Warehouse Coverage Form","Special","No","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Tobacco Sales Warehouse Coverage Form","Special","No","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Class Rated Building Only, No Personal Property Coverage","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CW","Standard Property Policy","Class Rated Building Only, No Personal Property Coverage","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
